class,Binomial,category_at_start,category_at_end,first_year,second_year,numeric_category_at_start,numeric_category_at_end,Delta_Status
REPTILES,Erythrolamprus cursor,CR,CR(PE),2015,2016,4,NA,NA
REPTILES,Erythrolamprus ornatus,EN,CR,2015,2016,3,4,-1
REPTILES,Geochelone elegans,NT,VU,2015,2016,1,2,-1
REPTILES,Liolaemus dicktracyi,LC,VU,2015,2016,0,2,-2
REPTILES,Mesoclemmys hogei,EN,CR,2015,2016,3,4,-1
REPTILES,Podocnemis lewyana,EN,CR,2015,2016,3,4,-1
FISHES,Arius festinus,EN,CR,2015,2016,3,4,-1
FISHES,Bedotia longianalis,LC,EN,2015,2016,0,3,-3
FISHES,Bedotia marojejy,VU,EN,2015,2016,2,3,-1
FISHES,Eusphyra blochii,NT,EN,2015,2016,1,3,-2
FISHES,Katria katria,VU,EN,2015,2016,2,3,-1
FISHES,Marcusenius victoriae,EN,LC,2015,2016,3,0,3
FISHES,Pachypanchax omalonota,LC,EN,2015,2016,0,3,-3
FISHES,Paretroplus dambabe,EN,CR,2015,2016,3,4,-1
FISHES,Paretroplus gymnopreopercularis,EN,CR,2015,2016,3,4,-1
FISHES,Ptychochromis oligacanthus,LC,EN,2015,2016,0,3,-3
FISHES,Ptychochromoides betsileanus,CR,CR(PE),2015,2016,4,NA,NA
FISHES,Rheocles alaotrensis,VU,EN,2015,2016,2,3,-1
FISHES,Rheocles derhami,VU,CR,2015,2016,2,4,-2
FISHES,Rhincodon typus,VU,EN,2015,2016,2,3,-1
MOLLUSCS,Bellamya phthinotropis,EN,CR,2015,2016,3,4,-1
MOLLUSCS,Ceratophallus concavus,EN,CR,2015,2016,3,4,-1
MOLLUSCS,Ceratophallus crassus,NT,EN,2015,2016,1,3,-2
MOLLUSCS,Cleopatra cridlandi,VU,CR,2015,2016,2,4,-2
MOLLUSCS,Gabbiella barthi,EN,CR,2015,2016,3,4,-1
DRAGONFLIES & DAMSELFLIES,Agriocnemis palaeforma,NT,VU,2015,2016,1,2,-1
DRAGONFLIES & DAMSELFLIES,Neodythemis nyungwe,NT,VU,2015,2016,1,2,-1
GRASSHOPPERS & CRICKETS,Acrostira bellamyi,NT,CR,2015,2016,1,4,-3
GRASSHOPPERS & CRICKETS,Acrostira tamarani,NT,EN,2015,2016,1,3,-2
GRASSHOPPERS & CRICKETS,Chrysochraon beybienkoi,VU,CR,2015,2016,2,4,-2
TREES,Commidendrum robustum,EN,CR,2015,2016,3,4,-1
TREES,Degeneria vitiensis,VU,LC,2015,2016,2,0,2
TREES,Lachanodes arborea,CR,EW,2015,2016,4,NA,NA
TREES,Magnolia jardinensis,EN,CR,2015,2016,3,4,-1
TREES,Neuburgia alata,LR/nt,EN,2015,2016,NA,3,NA
FERNS,Elaphoglossum nervosum,EN,CR,2015,2016,3,4,-1
OTHER FLOWERING PLANTS,Cyanea eleeleensis,CR,EX,2015,2016,4,NA,NA
OTHER FLOWERING PLANTS,Hibiscadelphus woodii,CR,EX,2015,2016,4,NA,NA
OTHER FLOWERING PLANTS,Melicope macropus,EN,EX,2015,2016,3,NA,NA
MAMMALS,Aotus nancymaae,LC,VU,2016,2017,0,2,-2
REPTILES,Homopholis mulleri,LR/nt,VU,2016,2017,NA,2,NA
REPTILES,Homopus signatus,LR/nt,VU,2016,2017,NA,2,NA
REPTILES,Platysaurus relictus,LR/nt,LC,2016,2017,NA,0,NA
AMPHIBIANS,Adelotus brevis,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Afrixalus nigeriensis,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Afrixalus spinifrons,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Agalychnis annae,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Agalychnis litodryas,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Agalychnis moreletti,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Agalychnis saltator,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Albericus siegfriedi,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Alsodes barrioi,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Alsodes montanus,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Alsodes tumultuosus,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Alsodes vanzolinii,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Alytes cisternasii,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Alytes dickhilleni,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Alytes muletensis,CR,VU,1980,2004,4,2,2
AMPHIBIANS,Ambystoma andersoni,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Ambystoma barbouri,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Ambystoma bombypellum,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Ambystoma dumerilii,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Ambystoma leorae,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Ambystoma taylori,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Amnirana occidentalis,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Amolops loloensis,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Andinophryne colomai,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Andrias davidianus,NT,CR,1980,2004,1,4,-3
AMPHIBIANS,Aneides aeneus,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Aneides ferreus,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Ansonia albomaculata,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Ansonia hanitschi,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Ansonia leptopus,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Ansonia longidigita,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Ansonia spinulifer,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Argenteohyla siemersi,LC,EN,1980,2004,0,3,-3
AMPHIBIANS,Aromobates nocturnus,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Arthroleptella ngongoniensis,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Arthroleptis crusculum,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Arthroleptis troglodytes,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelognathus patagonicus,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Atelognathus praebasalticus,NT,EN,1980,2004,1,3,-2
AMPHIBIANS,Atelopus andinus,NT,CR,1980,2004,1,4,-3
AMPHIBIANS,Atelopus angelito,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus arsyecue,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus arthuri,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Atelopus balios,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Atelopus bomolochos,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus boulengeri,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus carauta,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus carbonerensis,VU,CR(PE),1980,2004,2,NA,NA
AMPHIBIANS,Atelopus carrikeri,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus certus,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Atelopus chiriquiensis,VU,CR(PE),1980,2004,2,NA,NA
AMPHIBIANS,Atelopus chocoensis,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus chrysocorallus,VU,CR(PE),1980,2004,2,NA,NA
AMPHIBIANS,Atelopus coynei,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Atelopus cruciger,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus ebenoides,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus elegans,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus erythropus,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus eusebianus,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus exiguus,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus famelicus,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus farci,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus flavescens,LC,VU,1980,2004,0,2,-2
AMPHIBIANS,Atelopus franciscus,LC,VU,1980,2004,0,2,-2
AMPHIBIANS,Atelopus galactogaster,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus glyphus,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus guanujo,VU,CR(PE),1980,2004,2,NA,NA
AMPHIBIANS,Atelopus guitarraensis,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus halihelos,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus ignescens,VU,EX,1980,2004,2,NA,NA
AMPHIBIANS,Atelopus laetissimus,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus limosus,NT,EN,1980,2004,1,3,-2
AMPHIBIANS,Atelopus longibrachius,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Atelopus longirostris,EN,EX,1980,2004,3,NA,NA
AMPHIBIANS,Atelopus lozanoi,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus lynchi,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Atelopus mandingues,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus mindoensis,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Atelopus minutulus,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus monohernandezi,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus mucubajiensis,VU,CR(PE),1980,2004,2,NA,NA
AMPHIBIANS,Atelopus muisca,VU,CR(PE),1980,2004,2,NA,NA
AMPHIBIANS,Atelopus nahumae,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus nanay,VU,CR(PE),1980,2004,2,NA,NA
AMPHIBIANS,Atelopus nepiozomus,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus nicefori,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus oxyrhynchus,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Atelopus pachydermus,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Atelopus pedimarmoratus,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus peruensis,NT,CR,1980,2004,1,4,-3
AMPHIBIANS,Atelopus petriruizi,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus pictiventris,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus pinangoi,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Atelopus planispina,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Atelopus pulcher,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus quimbaya,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus reticulatus,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus seminiferus,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus senex,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Atelopus sernai,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus simulatus,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus sonsonensis,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus sorianoi,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Atelopus spumarius,LC,VU,1980,2004,0,2,-2
AMPHIBIANS,Atelopus spurrelli,LC,VU,1980,2004,0,2,-2
AMPHIBIANS,Atelopus subornatus,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus tamaense,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Atelopus tricolor,LC,VU,1980,2004,0,2,-2
AMPHIBIANS,Atelopus varius,NT,CR,1980,2004,1,4,-3
AMPHIBIANS,Atelopus walkeri,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atelopus zeteki,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Atopophrynus syntomopus,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Austrochaperina novaebritanniae,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Batrachophrynus brachydactylus,NT,EN,1980,2004,1,3,-2
AMPHIBIANS,Batrachophrynus macrostomus,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Batrachuperus gorganensis,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Batrachuperus pinchonii,LC,VU,1980,2004,0,2,-2
AMPHIBIANS,Bolitoglossa capitana,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Bolitoglossa compacta,NT,EN,1980,2004,1,3,-2
AMPHIBIANS,Bolitoglossa lignicolor,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Bolitoglossa medemi,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Bolitoglossa pesrubra,NT,EN,1980,2004,1,3,-2
AMPHIBIANS,Bolitoglossa platydactyla,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Bolitoglossa silverstonei,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Bolitoglossa spongai,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Bolitoglossa subpalmata,NT,EN,1980,2004,1,3,-2
AMPHIBIANS,Bufo baxteri,CR,EW,1980,2004,4,NA,NA
AMPHIBIANS,Bufo blombergi,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Bufo boreas,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Bufo brauni,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Bufo caeruleostictus,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Bufo californicus,NT,EN,1980,2004,1,3,-2
AMPHIBIANS,Bufo canorus,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Bufo chavin,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Bufo fastidiosus,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Bufo guentheri,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Bufo gundlachi,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Bufo holdridgei,VU,CR(PE),1980,2004,2,NA,NA
AMPHIBIANS,Bufo lemur,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Bufo mexicanus,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Bufo periglenes,VU,EX,1980,2004,2,NA,NA
AMPHIBIANS,Bufo peripatetes,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Bufo rubropunctatus,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Bufo togoensis,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Caudiverbera caudiverbera,LC,VU,1980,2004,0,2,-2
AMPHIBIANS,Centrolene ballux,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Centrolene heloderma,VU,CR(PE),1980,2004,2,NA,NA
AMPHIBIANS,Centrolene lynchi,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Ceratophrys ornata,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Chaparana quadranus,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Chaparana unculuanus,NT,EN,1980,2004,1,3,-2
AMPHIBIANS,Chiropterotriton cracens,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Chiropterotriton magnipes,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Colostethus anthracinus,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Colostethus delatorreae,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Colostethus edwardsi,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Colostethus elachyhistus,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Colostethus infraguttatus,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Colostethus lehmanni,LC,NT,1980,2000,0,1,-1
AMPHIBIANS,Colostethus leopardalis,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Colostethus machalilla,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Colostethus olfersioides,LC,VU,1980,2004,0,2,-2
AMPHIBIANS,Colostethus pulchellus,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Colostethus ruizi,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Colostethus vertebralis,VU,CR(PE),1980,2004,2,NA,NA
AMPHIBIANS,Conraua goliath,NT,EN,1980,2004,1,3,-2
AMPHIBIANS,Crinia tinnula,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Dendrobates abditus,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Dendrobates azureus,CR,VU,1980,2004,4,2,2
AMPHIBIANS,Dendrobates lehmanni,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Dendrobates steyermarki,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Dendrobates sylvaticus,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Dendrotriton cuchumatanus,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Duellmanohyla salvavida,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Duellmanohyla soralia,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Duellmanohyla uranochroa,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Eleutherodactylus alfredi,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Eleutherodactylus amadeus,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus anciano,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Eleutherodactylus andi,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Eleutherodactylus angelicus,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Eleutherodactylus apostates,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus bakeri,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus berkenbuschii,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Eleutherodactylus bernali,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Eleutherodactylus boconoensis,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Eleutherodactylus brevirostris,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus catalinae,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus chlorophenax,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus chrysozetetes,CR,EX,1980,2004,4,NA,NA
AMPHIBIANS,Eleutherodactylus coffeus,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Eleutherodactylus coqui,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Eleutherodactylus cruzi,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Eleutherodactylus emcelae,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus emleni,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Eleutherodactylus eneidae,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Eleutherodactylus epochthidius,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus escoces,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Eleutherodactylus eunaster,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus fecundus,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Eleutherodactylus fleischmanni,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Eleutherodactylus fowleri,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus furcyensis,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus fuscus,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus ginesi,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Eleutherodactylus glandulifer,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus glanduliferoides,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Eleutherodactylus greggi,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus gryllus,NT,EN,1980,2004,1,3,-2
AMPHIBIANS,Eleutherodactylus guerreroensis,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Eleutherodactylus hedricki,NT,EN,1980,2004,1,3,-2
AMPHIBIANS,Eleutherodactylus heminota,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Eleutherodactylus jasperi,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Eleutherodactylus jugans,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus karlschmidti,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Eleutherodactylus laevissimus,LC,EN,1980,2004,0,3,-3
AMPHIBIANS,Eleutherodactylus lamprotes,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus lancinii,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Eleutherodactylus leoncei,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus lineatus,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Eleutherodactylus locustus,NT,CR,1980,2004,1,4,-3
AMPHIBIANS,Eleutherodactylus martinicensis,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Eleutherodactylus merendonensis,VU,CR(PE),1980,2004,2,NA,NA
AMPHIBIANS,Eleutherodactylus milesi,EN,EX,1980,2004,3,NA,NA
AMPHIBIANS,Eleutherodactylus nortoni,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus olanchano,VU,CR(PE),1980,2004,2,NA,NA
AMPHIBIANS,Eleutherodactylus omoaensis,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Eleutherodactylus orcutti,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Eleutherodactylus oxyrhyncus,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus parabates,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus parapelates,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus paulsoni,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus polymniae,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Eleutherodactylus portoricensis,NT,EN,1980,2004,1,3,-2
AMPHIBIANS,Eleutherodactylus ranoides,LC,CR,1980,2004,0,4,-4
AMPHIBIANS,Eleutherodactylus richmondi,NT,CR,1980,2004,1,4,-3
AMPHIBIANS,Eleutherodactylus rufescens,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Eleutherodactylus rufifemoralis,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus sabrinus,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Eleutherodactylus saltuarius,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Eleutherodactylus sandersoni,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Eleutherodactylus schmidti,VU,CR(PE),1980,2004,2,NA,NA
AMPHIBIANS,Eleutherodactylus semipalmatus,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Eleutherodactylus stadelmani,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Eleutherodactylus symingtoni,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus trachydermus,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Eleutherodactylus unicolor,VU,CR,1980,2004,2,4,-2
AMPHIBIANS,Eleutherodactylus urichi,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Eleutherodactylus warreni,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Eleutherodactylus wightmanae,NT,EN,1980,2004,1,3,-2
AMPHIBIANS,Eleutherodactylus zongoensis,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Gastrophrynoides borneensis,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Gastrotheca angustifrons,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Gastrotheca lauzuricae,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Gastrotheca pseustes,LC,EN,1980,2004,0,3,-3
AMPHIBIANS,Gastrotheca riobambae,LC,EN,1980,2004,0,3,-3
AMPHIBIANS,Gastrotheca splendens,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Glyphoglossus molossus,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Heleioporus australiacus,LC,VU,1980,2004,0,2,-2
AMPHIBIANS,Hemiphractus bubalus,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Hemiphractus fasciatus,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Hemisus guttatus,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Heterixalus rutenbergi,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Holoaden bradei,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Hyla albonigra,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Hyla altipotens,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Hyla angustilineata,EN,CR,1980,2004,3,4,-1
AMPHIBIANS,Hyla arborea,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Hyla bocourti,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Hyla bromeliacia,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Hyla calvicollina,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Hyla calypsa,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Hyla celata,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Hyla colymba,VU,EN,1980,2004,2,3,-1
AMPHIBIANS,Hyla cyanomma,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Hyla debilis,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Hyla dendroscarta,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Hyla echinata,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Hyla graceae,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Hyla hazelae,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Hyla heilprini,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Hyla pellita,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Hyla rivularis,VU,CR(PE),1980,2004,2,NA,NA
AMPHIBIANS,Hyla siopela,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Hyla thorectes,EN,CR(PE),1980,2004,3,NA,NA
AMPHIBIANS,Hyla tica,VU,CR(PE),1980,2004,2,NA,NA
AMPHIBIANS,Hyla trux,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Hyperolius chlorosteus,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Hyperolius cystocandicans,NT,VU,1980,2004,1,2,-1
AMPHIBIANS,Ixalotriton parva,CR,CR(PE),1980,2004,4,NA,NA
AMPHIBIANS,Kalophrynus subterrestris,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Kaloula mediolineata,LC,NT,1980,2004,0,1,-1
AMPHIBIANS,Leiopelma archeyi,NT,CR,1980,2004,1,4,-3
AMPHIBIANS,Leptodactylus fallax,EN,CR,1980,2004,3,4,-1
