species,common_name,reason_for_change,class,previous_category,current_category,previous_year,current_year
Falniowskia neglectissima,,N,MOLLUSCS,LR/nt,DD,2010,2011
Faustina cingulella,,N,MOLLUSCS,LR/nt,LC,2010,2011
Fenouilia kreitneri,,N,MOLLUSCS,CR,EN,2010,2011
Ferrissia mcneili,Hood Ancylid,N,MOLLUSCS,VU,LC,2010,2011
Fissuria boui,,N,MOLLUSCS,VU,NT,2010,2011
Fluvidona petterdi,,N,MOLLUSCS,VU,CR,2010,2011
Fonscochlea aquatica,,N,MOLLUSCS,VU,EN,2010,2011
Fusconaia ozarkensis,Ozark Pigtoe,N,MOLLUSCS,LR/nt,LC,2010,2011
Gittenbergeria turriplana,,N,MOLLUSCS,LR/lc,NT,2010,2011
Glyptophysa petiti,,N,MOLLUSCS,EN,DD,2010,2011
Gyraulus mauritianus,,N,MOLLUSCS,VU,LC,2010,2011
Helicella stiparum,,N,MOLLUSCS,VU,EN,2010,2011
Helicella striatitala,,N,MOLLUSCS,LR/nt,LC,2010,2011
Helix godetiana,,N,MOLLUSCS,LR/nt,EN,2010,2011
Hemicycla berkeleii,,N,MOLLUSCS,LR/nt,DD,2010,2011
Hemicycla inutilis,,G,MOLLUSCS,LR/cd,VU,2010,2011
Hemicycla mascaensis,,N,MOLLUSCS,LR/nt,CR,2010,2011
Hemicycla modesta,,N,MOLLUSCS,LR/lc,CR,2010,2011
Hemicycla plicaria,,N,MOLLUSCS,LR/lc,CR,2010,2011
Hemicycla pouchadan,,N,MOLLUSCS,VU,EN,2010,2011
Hemicycla pouchet,,N,MOLLUSCS,LR/cd,VU,2010,2011
Hemistomia beaumonti,,N,MOLLUSCS,EN,DD,2010,2011
Hemistomia minutissima,,N,MOLLUSCS,VU,LC,2010,2011
Hystricella bicarinata,,N,MOLLUSCS,VU,NT,2010,2011
Hystricella echinulata,,N,MOLLUSCS,VU,LC,2010,2011
Hystricella oxytropis,,N,MOLLUSCS,VU,NT,2010,2011
Ichnusomunda sacchii,,N,MOLLUSCS,VU,CR,2010,2011
Idiomela subplicata,,N,MOLLUSCS,VU,CR,2010,2011
Jardinella carnarvonensis,,N,MOLLUSCS,VU,LC,2010,2011
Jardinella exigua,,N,MOLLUSCS,VU,EN,2010,2011
Jardinella zeidlerorum,,N,MOLLUSCS,VU,EN,2010,2011
Lampadia webbiana,,G,MOLLUSCS,VU,EN,2010,2011
Lasmigona holstonia,Tennessee Heelsplitter,N,MOLLUSCS,LR/nt,LC,2010,2011
Lauria fanalensis,,N,MOLLUSCS,VU,LC,2010,2011
Leiostyla calathiscus,,N,MOLLUSCS,VU,NT,2010,2011
Leiostyla cheilogona,,N,MOLLUSCS,VU,LC,2010,2011
Leiostyla concinna,,G,MOLLUSCS,VU,EN,2010,2011
Leiostyla degenerata,,G,MOLLUSCS,VU,NT,2010,2011
Leiostyla heterodon,,N,MOLLUSCS,CR,VU,2010,2011
Leiostyla laurinea,,N,MOLLUSCS,LR/cd,VU,2010,2011
Leiostyla monticola,,N,MOLLUSCS,VU,LC,2010,2011
Leiostyla relevata,,G,MOLLUSCS,VU,NT,2010,2011
Leiostyla vermiculosa,,N,MOLLUSCS,VU,DD,2010,2011
Lemniscia galeata,,N,MOLLUSCS,DD,CR,2010,2011
Lemniscia michaudi,,G,MOLLUSCS,VU,NT,2010,2011
Leptaxis terceirana,,N,MOLLUSCS,VU,LC,2010,2011
Leptoxis plicata,Plicate Rocksnail,N,MOLLUSCS,VU,CR,2010,2011
Lithasia jayana,Rugose Rocksnail,N,MOLLUSCS,VU,DD,2010,2011
Lithasia lima,Elk River File Snail,N,MOLLUSCS,VU,DD,2010,2011
Lithasia verrucosa,Verrucose File Snail,N,MOLLUSCS,VU,LC,2010,2011
Napaeus nanodes,,N,MOLLUSCS,LR/cd,EN,2010,2011
Nitia monceti,,N,MOLLUSCS,DD,LC,2010,2011
Orcula austriaca,,N,MOLLUSCS,DD,LC,2010,2011
Orcula fuchsi,,G,MOLLUSCS,LR/nt,CR,2010,2011
Orcula pseudodolium,,N,MOLLUSCS,DD,NT,2010,2011
Petasina subtecta,,N,MOLLUSCS,DD,NT,2010,2011
Phrantela pupiformis,,N,MOLLUSCS,VU,LC,2010,2011
Phrantela umbilicata,,N,MOLLUSCS,VU,LC,2010,2011
Pisidium fultoni,,N,MOLLUSCS,LR/nt,DD,2010,2011
Platyla maasseni,,N,MOLLUSCS,DD,VU,2010,2011
Platyla microspira,,N,MOLLUSCS,DD,LC,2010,2011
Platyla orthostoma,,N,MOLLUSCS,DD,NT,2010,2011
Platyla peloponnesica,,N,MOLLUSCS,DD,VU,2010,2011
Pleurobema beadleianum,Mississippi Pigtoe,N,MOLLUSCS,LR/nt,LC,2010,2011
Pleurocera postelli,Broken Hornsnail,N,MOLLUSCS,VU,DD,2010,2011
Pleurocera pyrenella,Skirted Hornsnail,N,MOLLUSCS,VU,NT,2010,2011
Plutonia machadoi,,N,MOLLUSCS,LR/nt,CR,2010,2011
Plutonia reticulata,,G,MOLLUSCS,EN,CR,2010,2011
Pseudanodonta complanata,Depressed River Mussel,G,MOLLUSCS,LR/nt,VU,2010,2011
Pseudocampylaea portosanctana,,N,MOLLUSCS,LR/nt,LC,2010,2011
Pyrenaearia cotiellae,,N,MOLLUSCS,LR/nt,VU,2010,2011
Pyrenaearia molae,,N,MOLLUSCS,VU,CR,2010,2011
Pyrenaearia navasi,,N,MOLLUSCS,LR/nt,VU,2010,2011
Pyrenaearia organiaca,,N,MOLLUSCS,LR/nt,EN,2010,2011
Pyrenaearia parva,,N,MOLLUSCS,LR/nt,VU,2010,2011
Pyrenaearia velascoi,,N,MOLLUSCS,LR/nt,VU,2010,2011
Pyrgulopsis avernalis,Moapa Pebblesnail,N,MOLLUSCS,EN,VU,2010,2011
Pyrgulopsis robusta,Jackson Lake Springsnail,N,MOLLUSCS,DD,LC,2010,2011
Quadrula succissa,Purple Pigtoe,N,MOLLUSCS,LR/nt,LC,2010,2011
Renea bourguignatiana,,G,MOLLUSCS,VU,CR,2010,2011
Solatopupa guidoni,,N,MOLLUSCS,LR/lc,DD,2010,2011
Solatopupa psarolena,,N,MOLLUSCS,LR/nt,VU,2010,2011
Somatogyrus biangulatus,Angular Pebblesnail,N,MOLLUSCS,CR,DD,2010,2011
Somatogyrus decipiens,Hidden Pebblesnail,N,MOLLUSCS,CR(PE),DD,2010,2011
Somatogyrus excavatus,Ovate Pebblesnail,N,MOLLUSCS,CR(PE),DD,2010,2011
Somatogyrus obtusus,Moon Pebblesnail,N,MOLLUSCS,CR(PE),DD,2010,2011
Somatogyrus tenax,Savannah Pebblesnail,N,MOLLUSCS,DD,NT,2010,2011
Spirorbula latens,,N,MOLLUSCS,VU,LC,2010,2011
Spirorbula obtecta,,N,MOLLUSCS,LR/nt,LC,2010,2011
Suboestophora altamirai,,G,MOLLUSCS,LR/nt,VU,2010,2011
Suboestophora hispanica,,G,MOLLUSCS,LR/nt,VU,2010,2011
Tacheocampylaea raspailii,,N,MOLLUSCS,DD,VU,2010,2011
Theba arinagae,,G,MOLLUSCS,VU,CR,2010,2011
Theodoxus transversalis,Striped Nerite,N,MOLLUSCS,DD,EN,2010,2011
Thyrreniellina josephi,,N,MOLLUSCS,VU,NT,2010,2011
Trochidrobia punicea,,N,MOLLUSCS,LR/nt,LC,2010,2011
Trochulus caelatus,,N,MOLLUSCS,DD,NT,2010,2011
Trochulus caelatus,,N,MOLLUSCS,DD,NT,2010,2011
Trochulus graminicola,,N,MOLLUSCS,DD,NT,2010,2011
Trochulus oreinos,,N,MOLLUSCS,DD,NT,2010,2011
Unio crassus,Thick Shelled River Mussel,N,MOLLUSCS,LR/nt,EN,2010,2011
Vallonia suevica,,N,MOLLUSCS,DD,EN,2010,2011
Valvata utahensis,Utah Roundmouth Snail,N,MOLLUSCS,DD,VU,2010,2011
Vertigo genesii,Round-mouthed Whorl Snail,N,MOLLUSCS,LR/cd,LC,2010,2011
Vertigo geyeri,Geyer<d5>s Whorl Snail,N,MOLLUSCS,LR/cd,LC,2010,2011
Victodrobia burni,,N,MOLLUSCS,VU,LC,2010,2011
Victodrobia elongata,,N,MOLLUSCS,VU,LC,2010,2011
Viviparus acerosus,,N,MOLLUSCS,LR/nt,LC,2010,2011
Westralunio carteri,,N,MOLLUSCS,VU,LC,2010,2011
Xerocrassa molinae,,N,MOLLUSCS,VU,NT,2010,2011
Xerocrassa montserratensis,,G,MOLLUSCS,LR/nt,EN,2010,2011
Xerosecta adolfi,,N,MOLLUSCS,LR/nt,EN,2010,2011
Xerotricha gasulli,,G,MOLLUSCS,LR/nt,EN,2010,2011
Xerotricha mariae,,N,MOLLUSCS,VU,DD,2010,2011
Xerotricha zujarensis,,N,MOLLUSCS,LR/nt,DD,2010,2011
Allium rouyi,,N,FLOWERING PLANTS,CR,LC,2010,2011
Anchusa crispa,,N,FLOWERING PLANTS,CR,EN,2010,2011
Campnosperma seychellarum,,N,FLOWERING PLANTS,EN,CR,2010,2011
Centranthus trinervis,,G,FLOWERING PLANTS,CR,EN,2010,2011
Colea seychellarum,,N,FLOWERING PLANTS,VU,EN,2010,2011
Craterispermum microdon,,N,FLOWERING PLANTS,VU,EN,2010,2011
Deckenia nobilis,,N,FLOWERING PLANTS,EN,VU,2010,2011
Dillenia ferruginea,,N,FLOWERING PLANTS,VU,NT,2010,2011
Diospyros seychellarum,,N,FLOWERING PLANTS,VU,NT,2010,2011
Erythroxylum sechellarum,,N,FLOWERING PLANTS,VU,LC,2010,2011
Glionnetia sericea,,N,FLOWERING PLANTS,VU,EN,2010,2011
Grisollea thomassetii,,N,FLOWERING PLANTS,VU,CR,2010,2011
Ixora pudica,,N,FLOWERING PLANTS,VU,NT,2010,2011
Limonium strictissimum,,N,FLOWERING PLANTS,CR,EN,2010,2011
Lodoicea maldivica,Coco de Mer,N,FLOWERING PLANTS,VU,EN,2010,2011
Memecylon elaeagni,,N,FLOWERING PLANTS,VU,LC,2010,2011
Mimusops sechellarum,,N,FLOWERING PLANTS,VU,NT,2010,2011
Nephrosperma van-houtteanum,,N,FLOWERING PLANTS,LR/nt,LC,2010,2011
Pandanus multispicatus,,N,FLOWERING PLANTS,VU,NT,2010,2011
Pandanus sechellarum,Seychelles Pandanus,N,FLOWERING PLANTS,VU,NT,2010,2011
Phoenicophorium borsigianum,,N,FLOWERING PLANTS,LR/nt,LC,2010,2011
Rothmannia annae,Wright's Gardenia,N,FLOWERING PLANTS,VU,CR,2010,2011
Schefflera procumbens,,N,FLOWERING PLANTS,VU,CR,2010,2011
Silene hicesiae,,G,FLOWERING PLANTS,CR,VU,2010,2011
Verschaffeltia splendida,,N,FLOWERING PLANTS,LR/cd,NT,2010,2011
Zelkova abelicea,,N,FLOWERING PLANTS,VU,EN,2010,2011
Abies cephalonica,Greek Fir,N,CONIFERS,LR/nt,LC,2010,2011
Abies koreana,Korean Fir,N,CONIFERS,LR/nt,EN,2010,2011
Abies numidica,,N,CONIFERS,VU,CR,2010,2011
Abies pinsapo,,G,CONIFERS,LR/nt,EN,2010,2011
Abies spectabilis,,N,CONIFERS,LR/lc,NT,2010,2011
Abies ziyuanensis,Ziyuan Fir,N,CONIFERS,CR,EN,2010,2011
Glyptostrobus pensilis,,G,CONIFERS,EN,CR,2010,2011
Juniperus brevifolia,,N,CONIFERS,EN,VU,2010,2011
Picea koyamae,Koyama's Spruce,N,CONIFERS,EN,CR,2010,2011
Picea omorika,Serbian Spruce,N,CONIFERS,VU,EN,2010,2011
Pinus longaeva,,N,CONIFERS,VU,LC,2010,2011
Taxus contorta,,G,CONIFERS,VU,EN,2010,2011
Taxus wallichiana,,N,CONIFERS,DD,EN,2010,2011
Tetraclinis articulata,,N,CONIFERS,LR/nt,LC,2010,2011
Thuja koraiensis,,N,CONIFERS,DD,VU,2010,2011
Eumetopias jubatus,Steller Sea Lion,G,MAMMALS,EN,NT,2011,2012
Vulpes pallida,Pale Fox,N,MAMMALS,DD,LC,2011,2012
Accipiter poliogaster,Gray-bellied Hawk,G,BIRDS,LC,NT,2011,2012
Aceros cassidix,Knobbed Hornbill,N,BIRDS,LC,VU,2011,2012
Actophilornis albinucha,Madagascar Jacana,N,BIRDS,LC,NT,2011,2012
Agamia agami,Agami Heron,G,BIRDS,LC,VU,2011,2012
Alectoris graeca,Rock Partridge,N,BIRDS,LC,NT,2011,2012
Amazona auropalliata,Yellow-naped Amazon,N,BIRDS,LC,VU,2011,2012
Amazona festiva,Festive Amazon,G,BIRDS,LC,VU,2011,2012
Amazona kawalli,Kawall's Amazon,G,BIRDS,LC,NT,2011,2012
Amytornis dorotheae,Carpentarian Grasswren,N,BIRDS,VU,NT,2011,2012
Amytornis housei,Black Grasswren,G,BIRDS,LC,NT,2011,2012
Amytornis merrotsyi,Short-tailed Grasswren,G,BIRDS,LC,NT,2011,2012
Aphelocoma insularis,Island Scrub-jay,G,BIRDS,NT,VU,2011,2012
Aptenodytes forsteri,Emperor Penguin,N,BIRDS,LC,NT,2011,2012
Arborophila gingica,Rickett's Hill-partridge,N,BIRDS,VU,NT,2011,2012
Ardeotis arabs,Arabian Bustard,N,BIRDS,LC,NT,2011,2012
Ardeotis australis,Australian Bustard,N,BIRDS,NT,LC,2011,2012
Arremon castaneiceps,Olive Finch,G,BIRDS,LC,NT,2011,2012
Asthenes helleri,Puna Thistletail,G,BIRDS,LC,VU,2011,2012
Atrichornis clamosus,Noisy Scrub-bird,G,BIRDS,VU,EN,2011,2012
Atrichornis rufescens,Rufous Scrub-bird,G,BIRDS,VU,EN,2011,2012
Aythya baeri,Baer's Pochard,G,BIRDS,EN,CR,2011,2012
Balearica regulorum,Grey Crowned-crane,N,BIRDS,VU,EN,2011,2012
Bleda eximius,Green-tailed Bristlebill,N,BIRDS,VU,NT,2011,2012
Burhinus grallarius ,Bush Thick-knee,N,BIRDS,NT,LC,2011,2012
Bycanistes cylindricus,Brown-cheeked Hornbill,N,BIRDS,NT,VU,2011,2012
Cacicus koepckeae,Selva Cacique,G,BIRDS,VU,EN,2011,2012
Calidris pusilla,Semipalmated Sandpiper,G,BIRDS,LC,NT,2011,2012
Capito dayi,Black-girdled Barbet,G,BIRDS,LC,VU,2011,2012
Capito hypoleucus,White-mantled Barbet,N,BIRDS,EN,VU,2011,2012
Carduelis monguilloti,Vietnam Greenfinch,N,BIRDS,NT,LC,2011,2012
Cephalopterus glabricollis,Bare-necked Umbrellabird,N,BIRDS,VU,EN,2011,2012
Ceratogymna elata,Yellow-casqued Hornbill,N,BIRDS,NT,VU,2011,2012
Cercomacra carbonaria,Rio Branco Antbird,G,BIRDS,NT,CR,2011,2012
Cissa thalassina*,Short-tailed Green Magpie,N,BIRDS,LC,CR,2011,2012
Clangula hyemalis,Long-tailed Duck,G,BIRDS,LC,VU,2011,2012
Conirostrum bicolor,Bicoloured Conebill,G,BIRDS,LC,NT,2011,2012
Conirostrum margaritae,Pearly-breasted Conebill,G,BIRDS,LC,VU,2011,2012
Conopias cinchoneti,Lemon-browed Flycatcher,G,BIRDS,LC,VU,2011,2012
Cranioleuca curtata,Ash-browed Spinetail,G,BIRDS,LC,VU,2011,2012
Cranioleuca marcapatae,Marcapata Spinetail,G,BIRDS,LC,VU,2011,2012
Cranioleuca muelleri,Scaled Spinetail,G,BIRDS,LC,EN,2011,2012
Crax alector,Black Curassow,G,BIRDS,LC,VU,2011,2012
Crypturellus atrocapillus,Black-capped Tinamou,G,BIRDS,LC,NT,2011,2012
Crypturellus duidae,Grey-legged Tinamou,G,BIRDS,LC,NT,2011,2012
Cyanolyca viridicyanus,White-collared Jay,G,BIRDS,LC,NT,2011,2012
Cyanoramphus cookii,Norfolk Island Parakeet,G,BIRDS,EN,CR,2011,2012
Dasyornis longirostris,Western Bristlebird,G,BIRDS,VU,EN,2011,2012
Deconychura longicauda,Long-tailed Woodcreeper,G,BIRDS,LC,NT,2011,2012
Dendrocolaptes hoffmannsi,Hoffmanns's Woodcreeper,G,BIRDS,LC,VU,2011,2012
Dendroplex kienerii,Zimmer's Woodcreeper,G,BIRDS,LC,NT,2011,2012
Dicrurus megarhynchus,Ribbon-tailed Drongo,N,BIRDS,LC,NT,2011,2012
Discosura popelairii,Wire-crested Thorntail,G,BIRDS,LC,NT,2011,2012
Ducula whartoni,Christmas Island Imperial-pigeon,N,BIRDS,VU,NT,2011,2012
Dysithamnus leucostictus,White-streaked Antvireo,G,BIRDS,LC,VU,2011,2012
Erythrotriorchis radiatus,Red Goshawk,N,BIRDS,VU,NT,2011,2012
Erythrura gouldiae,Gouldian Finch,G,BIRDS,EN,NT,2011,2012
Eubucco versicolor,Versicoloured Barbet,G,BIRDS,LC,NT,2011,2012
Falco cherrug,Saker Falcon,N,BIRDS,VU,EN,2011,2012
Falco deiroleucus,Orange-breasted Falcon,G,BIRDS,LC,NT,2011,2012
Falco hypoleucos,Grey Falcon,N,BIRDS,NT,VU,2011,2012
Formicivora littoralis,Restinga Antwren,N,BIRDS,CR,EN,2011,2012
Francolinus griseostriatus,Grey-striped Francolin,N,BIRDS,NT,LC,2011,2012
Geophaps smithii,Partridge Pigeon,G,BIRDS,NT,VU,2011,2012
Geotrygon saphirina,Sapphire Quail-dove,G,BIRDS,LC,VU,2011,2012
Gerygone modesta,Norfolk Island Gerygone,N,BIRDS,VU,NT,2011,2012
Grallaria milleri,Brown-banded Antpitta,N,BIRDS,EN,VU,2011,2012
Grallaria przewalskii,Rusty-tinged Antpitta,G,BIRDS,LC,VU,2011,2012
Grallaria watkinsi,Watkins's Antpitta,N,BIRDS,LC,NT,2011,2012
Grallaricula flavirostris,Ochre-breasted Antpitta,G,BIRDS,LC,NT,2011,2012
Gyps africanus,White-backed Vulture,G,BIRDS,NT,EN,2011,2012
Gyps rueppellii,Rueppell's Vulture,G,BIRDS,NT,EN,2011,2012
Heliodoxa gularis,Pink-throated Brilliant,G,BIRDS,NT,VU,2011,2012
Hemispingus parodii,Parodi's Hemispingus,G,BIRDS,LC,NT,2011,2012
Hemitriccus cinnamomeipectus,Cinnamon-breasted Tody-tyrant,N,BIRDS,NT,VU,2011,2012
Herpsilochmus axillaris,Yellow-breasted Antwren,G,BIRDS,LC,VU,2011,2012
Herpsilochmus motacilloides,Creamy-bellied Antwren,G,BIRDS,LC,NT,2011,2012
Hylexetastes brigidai,Mato Grosso Woodcreeper,G,BIRDS,LC,VU,2011,2012
Hylexetastes uniformis,Uniform Woodcreeper,G,BIRDS,LC,VU,2011,2012
Hylophilus olivaceus ,Olivaceous Greenlet,G,BIRDS,LC,NT,2011,2012
Hypocnemis cantator,Guianan Warbling-antbird,G,BIRDS,LC,NT,2011,2012
Hypopyrrhus pyrohypogaster,Red-bellied Grackle,N,BIRDS,EN,VU,2011,2012
Irena cyanogastra,Philippine Fairy-bluebird,N,BIRDS,LC,NT,2011,2012
Lepidothrix iris,Opal-crowned Manakin,G,BIRDS,LC,VU,2011,2012
Lepidothrix isidorei,Blue-rumped Manakin,G,BIRDS,LC,NT,2011,2012
Leptopogon taczanowskii,Inca Flycatcher,G,BIRDS,LC,NT,2011,2012
Lophornis gouldii,Dot-eared Coquette,G,BIRDS,LC,VU,2011,2012
Lophura edwardsi,Edwards's Pheasant,N,BIRDS,EN,CR,2011,2012
Lorius domicella,Purple-naped Lory,G,BIRDS,VU,EN,2011,2012
Malaconotus monteiri,Monteiro's Bush-shrike,N,BIRDS,DD,NT,2011,2012
Megascops barbarus,Bearded Screech-owl,N,BIRDS,NT,VU,2011,2012
Melanitta fusca,Velvet Scoter,G,BIRDS,LC,EN,2011,2012
Merops mentalis,Blue-moustached Bee-eater,N,BIRDS,LC,NT,2011,2012
Metallura odomae,Neblina Metaltail,N,BIRDS,NT,LC,2011,2012
Mitu tomentosum,Crestless Curassow,G,BIRDS,LC,NT,2011,2012
Myrmoborus lugubris,Ash-breasted Antbird,G,BIRDS,LC,VU,2011,2012
Myrmoborus melanurus,Black-tailed Antbird,G,BIRDS,NT,VU,2011,2012
Myrmornis torquata,Wing-banded Antbird,G,BIRDS,LC,NT,2011,2012
Myrmotherula grisea,Ashy Antwren,N,BIRDS,NT,LC,2011,2012
Myrmotherula gutturalis,Brown-bellied Antwren,G,BIRDS,LC,NT,2011,2012
Myrmotherula surinamensis,Guianan Streaked Antwren,G,BIRDS,LC,VU,2011,2012
Neochmia ruficauda,Star Finch,N,BIRDS,NT,LC,2011,2012
Neomorphus squamiger,Scaled Ground-cuckoo,G,BIRDS,NT,VU,2011,2012
Nothocercus nigrocapillus,Hooded Tinamou,G,BIRDS,LC,VU,2011,2012
Oceanodroma monorhis,Swinhoe's Storm-petrel,N,BIRDS,LC,NT,2011,2012
Odontophorus gujanensis,Marbled Wood-quail,G,BIRDS,LC,NT,2011,2012
Odontophorus speciosus,Rufous-breasted Wood-quail,G,BIRDS,LC,NT,2011,2012
Odontorchilus cinereus,Tooth-billed Wren,G,BIRDS,LC,NT,2011,2012
Ortalis superciliaris,Buff-browed Chachalaca,N,BIRDS,NT,LC,2011,2012
Pachycephala rufogularis,Red-lored Whistler,G,BIRDS,NT,VU,2011,2012
Patagioenas subvinacea,Ruddy Pigeon,G,BIRDS,LC,VU,2011,2012
Penelope pileata,White-crested Guan,G,BIRDS,NT,VU,2011,2012
Penelopides exarhatus,Sulawesi Hornbill,N,BIRDS,LC,VU,2011,2012
Percnostola lophotes,White-lined Antbird,G,BIRDS,LC,NT,2011,2012
Periporphyrus erythromelas,Red-and-black Grosbeak,N,BIRDS,LC,NT,2011,2012
Pezoporus occidentalis,Night Parrot,N,BIRDS,CR,EN,2011,2012
Phlogophilus hemileucurus,Ecuadorian Piedtail,G,BIRDS,NT,VU,2011,2012
Phoebastria nigripes,Black-footed Albatross,N,BIRDS,EN,VU,2011,2012
Phylloscartes gualaquizae,Ecuadorian Tyrannulet,G,BIRDS,LC,NT,2011,2012
Picumnus fuscus,Rusty-necked Piculet,N,BIRDS,NT,LC,2011,2012
Picumnus minutissimus,Guianan Piculet,G,BIRDS,LC,NT,2011,2012
Picumnus spilogaster,White-bellied Piculet,G,BIRDS,LC,VU,2011,2012
Picumnus steindachneri,Speckle-chested Piculet,G,BIRDS,VU,EN,2011,2012
Picumnus varzeae,Varzea Piculet,G,BIRDS,LC,EN,2011,2012
Pionites leucogaster ,White-bellied Parrot,G,BIRDS,LC,VU,2011,2012
Pipile cumanensis,Blue-throated Piping-guan,G,BIRDS,LC,VU,2011,2012
Podiceps gallardoi,Hooded Grebe,G,BIRDS,EN,CR,2011,2012
Poecilotriccus luluae,Lulu's Tody-flycatcher,G,BIRDS,VU,EN,2011,2012
Poephila cincta,Black-throated Finch,N,BIRDS,NT,LC,2011,2012
Polytelis swainsonii,Superb Parrot,N,BIRDS,VU,LC,2011,2012
Pomarea dimidiata,Rarotonga Monarch,G,BIRDS,EN,VU,2011,2012
Pomarea mira,Ua Pou Monarch,N,BIRDS,EX,CR(PE),2011,2012
Prioniturus verticalis,Blue-winged Racquet-tail,G,BIRDS,EN,CR,2011,2012
Progne modesta,Galapagos Martin,N,BIRDS,VU,EN,2011,2012
Progne sinaloae,Sinaloa Martin,N,BIRDS,DD,VU,2011,2012
Psittacus erithacus,Grey Parrot,N,BIRDS,NT,VU,2011,2012
Psophia viridis,Dark-winged Trumpeter,G,BIRDS,LC,EN,2011,2012
Psophodes nigrogularis,Western Whipbird,N,BIRDS,NT,LC,2011,2012
Pteroglossus bitorquatus,Red-necked Aracari,G,BIRDS,LC,NT,2011,2012
Puffinus yelkouan,Yelkouan Shearwater,G,BIRDS,NT,VU,2011,2012
Pygoscelis adeliae,Adelie Penguin,N,BIRDS,LC,NT,2011,2012
Pyrilia barrabandi,Orange-cheeked Parrot,G,BIRDS,LC,NT,2011,2012
Pyrilia caica,Caica Parrot,G,BIRDS,LC,NT,2011,2012
Pyrilia vulturina,Vulturine Parrot,G,BIRDS,LC,VU,2011,2012
Pyrrhura lepida,Pearly Parakeet,G,BIRDS,NT,VU,2011,2012
Pyrrhura perlata,Crimson-bellied Parakeet,G,BIRDS,LC,VU,2011,2012
Pyrrhura rupicola,Black-capped Parakeet,G,BIRDS,LC,NT,2011,2012
Ramphastos ambiguus,Black-mandibled Toucan,G,BIRDS,LC,VU,2011,2012
Rhegmatorhina gymnops,Bare-eyed Antbird,G,BIRDS,LC,VU,2011,2012
Rhegmatorhina hoffmannsi,White-breasted Antbird,G,BIRDS,LC,NT,2011,2012
Rukia ruki,Faichuk White-eye,N,BIRDS,CR,EN,2011,2012
Sclerurus albigularis,Grey-throated Leaftosser,G,BIRDS,LC,NT,2011,2012
Sericossypha albocristata,White-capped Tanager,G,BIRDS,LC,VU,2011,2012
Simoxenops striatus,Bolivian Recurvebill,N,BIRDS,NT,LC,2011,2012
Snowornis subalaris,Grey-tailed Piha,G,BIRDS,LC,NT,2011,2012
Spizaetus ornatus,Ornate Hawk-eagle,G,BIRDS,LC,NT,2011,2012
Stachyris nonggangensis,Nonggang Babbler,N,BIRDS,NT,VU,2011,2012
Stagonopleura guttata,Diamond Firetail,N,BIRDS,NT,LC,2011,2012
Stephanoaetus coronatus,Crowned Hawk-eagle,N,BIRDS,LC,NT,2011,2012
Sterna acuticauda,Black-bellied Tern,G,BIRDS,NT,EN,2011,2012
Sterna aurantia,River Tern,N,BIRDS,LC,NT,2011,2012
Synallaxis cabanisi,Cabanis's Spinetail,G,BIRDS,LC,NT,2011,2012
Synallaxis kollari,Hoary-throated Spinetail,G,BIRDS,EN,CR,2011,2012
Synallaxis maranonica,Maranon Spinetail,G,BIRDS,VU,CR,2011,2012
Synallaxis moesta,Dusky Spinetail,G,BIRDS,LC,NT,2011,2012
Tachyeres leucocephalus,White-headed Steamerduck,N,BIRDS,NT,VU,2011,2012
Tangara argyrofenges,Straw-backed Tanager,G,BIRDS,LC,VU,2011,2012
Thamnophilus cryptoleucus,Castelnau's Antshrike,G,BIRDS,LC,NT,2011,2012
Thamnophilus nigrocinereus,Blackish-grey Antshrike,G,BIRDS,LC,NT,2011,2012
Thamnophilus tenuepunctatus,Lined Antshrike,G,BIRDS,LC,VU,2011,2012
Thinornis rubricollis,Hooded Plover,G,BIRDS,NT,VU,2011,2012
Tinamus guttatus,White-throated Tinamou,G,BIRDS,LC,NT,2011,2012
Tinamus major,Great Tinamou,G,BIRDS,LC,NT,2011,2012
Tinamus tao,Grey Tinamou,G,BIRDS,LC,VU,2011,2012
Touit huetii,Scarlet-shouldered Parrotlet,G,BIRDS,LC,VU,2011,2012
Turnix castanotus,Chestnut-backed Buttonquail,N,BIRDS,NT,LC,2011,2012
Turnix melanogaster,Black-breasted Buttonquail,N,BIRDS,VU,NT,2011,2012
Vanellus duvaucelii,River Lapwing,N,BIRDS,LC,NT,2011,2012
Vermivora crissalis,Colima Warbler,N,BIRDS,NT,LC,2011,2012
Xanthomyza phrygia,Regent Honeyeater,G,BIRDS,EN,CR,2011,2012
Xipholena lamellipennis,White-tailed Cotinga,G,BIRDS,LC,NT,2011,2012
Zebrilus undulatus,Zigzag Heron,G,BIRDS,LC,NT,2011,2012
Zimmerius cinereicapilla,Red-billed Tyrannulet,G,BIRDS,LC,VU,2011,2012
Zosterops natalis,Christmas Island White-eye,N,BIRDS,VU,NT,2011,2012
Zosterops tenuirostris,Slender-billed White-eye,N,BIRDS,EN,NT,2011,2012
Amphiesma flavifrons,Sabah Keelback,N,REPTILES,NT,LC,2011,2012
Anomochilus leonardi,Malayan Giant Blind Snake,N,REPTILES,DD,LC,2011,2012
Asaccus platyrhynchus,,N,REPTILES,DD,LC,2011,2012
Boiga bourreti,Bourret's Cat Snake,N,REPTILES,DD,EN,2011,2012
Calamaria abstrusa,Padang Reed Snake,N,REPTILES,EN,DD,2011,2012
Calamaria ingeri,,G,REPTILES,EN,CR,2011,2012
