species,common_name,reason_for_change,class,previous_category,current_category,previous_year,current_year
Celestus rozellae,Rozella's Lesser Galliwasp,N,REPTILES,NT,LC,2012,2013
Chapinophis xanthocheilus,,N,REPTILES,DD,EN,2012,2013
Chioninia vaillantii,Vaillant's Mabuya,N,REPTILES,DD,EN,2012,2013
Cynisca kraussi,Ghana Worm Lizard,N,REPTILES,EN,DD,2012,2013
Cyrtodactylus biordinis,Guadalcanal Bow-fingered Gecko,N,REPTILES,DD,LC,2012,2013
Dermochelys coriacea,Leatherback Turtle,G,REPTILES,CR,VU,2012,2013
Emoia isolata,Bellona Skink,N,REPTILES,VU,LC,2012,2013
Eutropis bibronii,Bibron's Skink,N,REPTILES,DD,LC,2012,2013
Geomyersia coggeri,Cogger's Island Skink,N,REPTILES,VU,LC,2012,2013
Lepidodactylus mutahi,Bougainville's Scaly-toed Gecko,N,REPTILES,LC,DD,2012,2013
Lepidophyma reticulatum,Costa Rican Tropical Night Lizard,N,REPTILES,VU,LC,2012,2013
Matoatoa spannringi,,N,REPTILES,CR(PE),DD,2012,2013
Ogmodon vitianus,Fiji Snake,N,REPTILES,VU,EN,2012,2013
Oligodon affinis,Western Kukri Snake,N,REPTILES,DD,LC,2012,2013
Omoadiphas texiguatensis,,N,REPTILES,DD,CR,2012,2013
Parapistocalamus hedigeri,Bougainville Coral Snake,N,REPTILES,LC,DD,2012,2013
Philochortus zolii,,N,REPTILES,CR,EN,2012,2013
Platyplectrurus madurensis,Travancore Hills Thorntail Snake,N,REPTILES,DD,EN,2012,2013
Platyplectrurus trilineatus,Lined Thorntail Snake,N,REPTILES,LC,DD,2012,2013
Polemon barthii,Guinea Snake-eater,N,REPTILES,DD,LC,2012,2013
Rhadinella serperaster,,N,REPTILES,DD,LC,2012,2013
Ristella rurkii,Rurk's Ristella,N,REPTILES,VU,DD,2012,2013
Tantilla vermiformis,Hallowell's Centipede Snake,N,REPTILES,DD,LC,2012,2013
Trachylepis bensonii,Benson's Mabuya,N,REPTILES,DD,LC,2012,2013
Tribolonotus blanchardi,Blanchard's Helmet Skink,N,REPTILES,VU,LC,2012,2013
Trimeresurus gramineus,Common Bamboo Viper,N,REPTILES,DD,LC,2012,2013
Uropeltis rubromaculatus,Red-spotted Earth Snake,N,REPTILES,DD,LC,2012,2013
Uropeltis smithi,Smith's Earth Snake,N,REPTILES,DD,NT,2012,2013
Afrixalus clarkei,Clarke's Banana Frog,N,AMPHIBIANS,VU,EN,2012,2013
Alsodes pehuenche,Pehuenche Spiny-chest Frog,N,AMPHIBIANS,DD,CR,2012,2013
Balebreviceps hillmani,Bale Mountains Treefrog,G,AMPHIBIANS,EN,CR,2012,2013
Boulengerula changamwensis,Changamwensis African Caecilian,N,AMPHIBIANS,DD,EN,2012,2013
Boulengerula niedeni,Sagalla Caecilian,N,AMPHIBIANS,CR,EN,2012,2013
Boulengerula taitana,Taita African Caecilian,N,AMPHIBIANS,LC,EN,2012,2013
Duellmanohyla uranochroa,Costa Rica Brook Frog,G,AMPHIBIANS,CR,EN,2012,2013
Eleutherodactylus alticola,Jamaican Peak Frog,N,AMPHIBIANS,CR,DD,2012,2013
Eleutherodactylus cundalli,Cundall's Robber Frog,N,AMPHIBIANS,VU,NT,2012,2013
Ericabatrachus baleensis,Bale Mountains Frog,N,AMPHIBIANS,EN,CR,2012,2013
Hoplophryne uluguruensis,Uluguru Blue-bellied Frog,N,AMPHIBIANS,VU,EN,2012,2013
Hyperolius discodactylus,,N,AMPHIBIANS,VU,LC,2012,2013
Leptodactylodon axillaris,,N,AMPHIBIANS,EN,CR,2012,2013
Leptopelis parkeri,,N,AMPHIBIANS,VU,EN,2012,2013
Leptopelis uluguruensis,,N,AMPHIBIANS,VU,EN,2012,2013
Leptopelis vannutellii,Dime Forest Treefrog,N,AMPHIBIANS,VU,LC,2012,2013
Leptopelis yaldeni,Yalden's Tree Frog,N,AMPHIBIANS,NT,VU,2012,2013
Lithobates vibicarius,Rancho Redondo Frog,G,AMPHIBIANS,CR,VU,2012,2013
Mannophryne olmonae,Bloody Bay Poison Frog,G,AMPHIBIANS,CR,VU,2012,2013
Melanophryniscus admirabilis,Red-belly Toad,G,AMPHIBIANS,NT,CR,2012,2013
Osteopilus pulchrilineatus,Hispaniolan Yellow Treefrog,N,AMPHIBIANS,EN,VU,2012,2013
Osteopilus vastus,Hispaniolan Giant Treefrog,N,AMPHIBIANS,EN,VU,2012,2013
Paracassina kounhiensis,Kouni Valley Striped Frog,N,AMPHIBIANS,LC,VU,2012,2013
Praslinia cooperi,Cooper's Black Caecilian,N,AMPHIBIANS,VU,EN,2012,2013
Pristimantis charlottevillensis,Charlotteville Robber Frog ,N,AMPHIBIANS,VU,LC,2012,2013
Probreviceps loveridgei,,N,AMPHIBIANS,VU,EN,2012,2013
Probreviceps macrodactylus,,N,AMPHIBIANS,VU,EN,2012,2013
Probreviceps rungwensis,,N,AMPHIBIANS,VU,EN,2012,2013
Probreviceps uluguruensis,,N,AMPHIBIANS,VU,EN,2012,2013
Ptychadena nana,Somali Grassland Frog,N,AMPHIBIANS,DD,EN,2012,2013
Sechellophryne gardineri,Gardiner's Seychelles Frog,N,AMPHIBIANS,VU,EN,2012,2013
Sechellophryne pipilodryas,Seychelles Palm Frog,N,AMPHIBIANS,VU,CR,2012,2013
Sooglossus sechellensis,Seychelles Frog,N,AMPHIBIANS,VU,EN,2012,2013
Sooglossus thomasseti,Thomasset's Frog,N,AMPHIBIANS,VU,CR,2012,2013
Strongylopus merumontanus,,N,AMPHIBIANS,VU,LC,2012,2013
Ambloplites cavifrons,Roanoke Bass,N,FISHES,VU,LC,2012,2013
Anoxypristis cuspidata,Narrow Sawfish,N,FISHES,CR,EN,2012,2013
Catostomus bernardini,Yaqui Sucker,N,FISHES,VU,DD,2012,2013
Centrophorus harrissoni,Harrisson's Dogfish,N,FISHES,CR,EN,2012,2013
Chrosomus tennesseensis,Tennessee Dace,N,FISHES,NT,VU,2012,2013
Cottus tenuis,Slender Sculpin,N,FISHES,DD,VU,2012,2013
Cycleptus elongatus,Blue Sucker,N,FISHES,NT,LC,2012,2013
Cyprinella caerulea,Blue Shiner,N,FISHES,VU,EN,2012,2013
Cyprinodon bovinus,Leon Springs Pupfish,N,FISHES,CR,VU,2012,2013
Cyprinodon pecosensis,Pecos Pupfish,G,FISHES,CR,VU,2012,2013
Dionda diaboli,Devil's River Minnow,G,FISHES,VU,EN,2012,2013
Elassoma boehlkei,Carolina Pygmy Sunfish,N,FISHES,NT,VU,2012,2013
Entosphenus minimus,Miller Lake Lamprey,N,FISHES,DD,VU,2012,2013
Erimystax cahni,Slender Chub,N,FISHES,VU,EN,2012,2013
Etheostoma ditrema,Coldwater Darter,N,FISHES,VU,EN,2012,2013
Etheostoma fonticola,Fountain Darter,N,FISHES,VU,EN,2012,2013
Etheostoma kanawhae,Kanawha Darter,N,FISHES,NT,LC,2012,2013
Etheostoma luteovinctum,Redband Darter,N,FISHES,NT,LC,2012,2013
Etheostoma maculatum,Spotted Darter,N,FISHES,NT,VU,2012,2013
Etheostoma mariae,Pinewoods Darter,N,FISHES,DD,LC,2012,2013
Etheostoma moorei,Yellowcheek Darter,N,FISHES,VU,EN,2012,2013
Etheostoma rubrum,Bayou Darter,N,FISHES,NT,EN,2012,2013
Fundulus julisia,Barrens Topminnow,N,FISHES,VU,EN,2012,2013
Fundulus waccamensis,Waccamaw Killifish,N,FISHES,EN,VU,2012,2013
Gambusia nobilis,Pecos Gambusia,N,FISHES,VU,EN,2012,2013
Gila cypha,Humpback Chub,N,FISHES,VU,EN,2012,2013
Gila elegans,Bonytail,N,FISHES,EN,CR,2012,2013
Gila intermedia,Gila Chub,N,FISHES,NT,EN,2012,2013
Gila nigrescens,Chihuahua Chub,N,FISHES,CR,VU,2012,2013
Ictalurus pricei,Yaqui Catfish,G,FISHES,VU,EN,2012,2013
Iotichthys phlegethontis,Least Chub,N,FISHES,VU,EN,2012,2013
Lampetra hubbsi,Kern Brook Lamprey,N,FISHES,NT,VU,2012,2013
Meda fulgida,Spikedace,N,FISHES,VU,EN,2012,2013
Moxostoma ariommum,Bigeye Jumprock,N,FISHES,DD,LC,2012,2013
Moxostoma congestum,Gray Redhorse,N,FISHES,DD,LC,2012,2013
Notropis cahabae,Cahaba Shiner,N,FISHES,CR,EN,2012,2013
Notropis mekistocholas,Cape Fear Shiner,N,FISHES,CR,EN,2012,2013
Notropis oxyrhynchus,Sharpnose Shiner,N,FISHES,DD,VU,2012,2013
Notropis perpallidus,Peppered Shiner,N,FISHES,NT,VU,2012,2013
Noturus baileyi,Smoky Madtom,N,FISHES,CR,VU,2012,2013
Noturus gilberti,Orangefin Madtom,N,FISHES,VU,EN,2012,2013
Noturus munitus,Frecklebelly Madtom,N,FISHES,NT,VU,2012,2013
Noturus stanauli,Pygmy Madtom,N,FISHES,VU,EN,2012,2013
Noturus taylori,Caddo Madtom,G,FISHES,VU,EN,2012,2013
Noturus trautmani,Scioto Madtom,N,FISHES,CR,EX,2012,2013
Novumbra hubbsi,Olympic Mudminnow,N,FISHES,NT,LC,2012,2013
Oregonichthys crameri,Oregon Chub,G,FISHES,VU,LC,2012,2013
Oregonichthys kalawatseti,Umpqua Chub,N,FISHES,NT,VU,2012,2013
Percina antesella,Amber Darter,G,FISHES,VU,EN,2012,2013
Percina cymatotaenia,Bluestripe Darter,G,FISHES,EN,VU,2012,2013
Percina jenkinsi,Conasauga Logperch,G,FISHES,VU,CR,2012,2013
Percina macrocephala,Longhead Darter,N,FISHES,NT,DD,2012,2013
Phenacobius teretulus,Kanawha Minnow,N,FISHES,VU,LC,2012,2013
Plagopterus argentissimus,Woundfin,G,FISHES,VU,CR,2012,2013
Pogonichthys macrolepidotus,Sacramento Splittail,G,FISHES,EN,LC,2012,2013
Pristis clavata,Dwarf Sawfish,N,FISHES,CR,EN,2012,2013
Pteronotropis welaka,Bluenose Shiner,N,FISHES,DD,VU,2012,2013
Semotilus lumbee,Sandhills Chub,N,FISHES,DD,LC,2012,2013
Arabineura khalidi,,N,ODONATA,VU,EN,2012,2013
Azuragrion granti,Socotra Bluet,N,ODONATA,LC,NT,2012,2013
Paragomphus sinaiticus,Sinai Hooktail,N,ODONATA,VU,NT,2012,2013
Pseudagrion arabicum,,N,ODONATA,VU,EN,2012,2013
Arabicnemis caerulea,Powder Blue Damselfly,N,ODONATA,VU,LC,2012,2013
Procordulia smithii,Ranger Dragonfly,N,ODONATA,DD,LC,2012,2013
Palaemonetes cummingi,Squirrel Chimney Cave Shrimp,N,CRUSTACEANS,VU,CR(PE),2012,2013
Palaemonias ganteri,Kentucky Cave Shrimp,N,CRUSTACEANS,EN,VU,2012,2013
Troglocaris anophthalmus,,N,CRUSTACEANS,VU,LC,2012,2013
Typhlatya monae,Mona Cave Shrimp,N,CRUSTACEANS,VU,LC,2012,2013
Conus zebroides,,N,MOLLUSCS,VU,NT,2012,2013
Abies cilicica,Cilician Fir,N,CONIFERS,LC,NT,2012,2013
Abies fabri,Faber<d5>s Fir,N,CONIFERS,LC,VU,2012,2013
Abies fraseri,Fraser's Fir,N,CONIFERS,VU,EN,2012,2013
Abies guatemalensis,Guatemalan Fir,N,CONIFERS,VU,EN,2012,2013
Abies hickelii,Hickel's Fir,N,CONIFERS,VU,EN,2012,2013
Abies hidalgensis,,N,CONIFERS,DD,VU,2012,2013
Abies holophylla,Needle Fir,N,CONIFERS,LC,NT,2012,2013
Abies homolepis,Nikko Fir,N,CONIFERS,LC,NT,2012,2013
Abies recurvata,Min Fir,N,CONIFERS,LC,VU,2012,2013
Abies vejarii,Vejar's Fir,N,CONIFERS,LC,NT,2012,2013
Actinostrobus pyramidalis,Swan River Cypress,N,CONIFERS,NT,LC,2012,2013
Afrocarpus usambarensis,,N,CONIFERS,VU,EN,2012,2013
Agathis kinabaluensis,,N,CONIFERS,VU,EN,2012,2013
Agathis labillardieri,New Guinea Kauri,N,CONIFERS,LC,NT,2012,2013
Agathis macrophylla,Fijian Kauri Pine,N,CONIFERS,NT,EN,2012,2013
Agathis microstachya ,Atherton Kauri Pine,N,CONIFERS,LR/cd,NT,2012,2013
Agathis orbicula,,N,CONIFERS,VU,EN,2012,2013
Agathis silbae,,N,CONIFERS,VU,NT,2012,2013
Amentotaxus argotaenia,Catkin Yew,N,CONIFERS,VU,NT,2012,2013
Amentotaxus assamica,Assam Catkin Yew,N,CONIFERS,VU,EN,2012,2013
Amentotaxus formosana,Taiwan Catkin Yew,N,CONIFERS,CR,VU,2012,2013
Amentotaxus yunnanensis,Yunnan Catkin Yew,N,CONIFERS,EN,VU,2012,2013
Araucaria araucana,Monkey Puzzle,N,CONIFERS,VU,EN,2012,2013
Athrotaxis laxifolia,,N,CONIFERS,VU,EN,2012,2013
Austrocedrus chilensis,Chilean Cedar,N,CONIFERS,VU,NT,2012,2013
Callitris baileyi,Bailey's Cypress-pine,N,CONIFERS,VU,NT,2012,2013
Callitris drummondii,Drummond's Cypress-pine,N,CONIFERS,VU,NT,2012,2013
Callitris roei,Roe's Cypress-pine,N,CONIFERS,VU,NT,2012,2013
Calocedrus macrolepis,Chinese Incense-cedar,N,CONIFERS,VU,NT,2012,2013
Cathaya argyrophylla,,N,CONIFERS,LR/cd,VU,2012,2013
Cedrus atlantica,Atlas Cedar,G,CONIFERS,LC,EN,2012,2013
Cephalotaxus lanceolata,Gongshan Plum Yew,N,CONIFERS,VU,EN,2012,2013
Cephalotaxus latifolia,Broad-leaved Plum Yew,N,CONIFERS,LC,NT,2012,2013
Chamaecyparis lawsoniana,Port Orford Cedar,G,CONIFERS,VU,NT,2012,2013
Cunninghamia konishii,,N,CONIFERS,VU,EN,2012,2013
Cupressus cashmeriana,Bhutan Cypress,N,CONIFERS,VU,NT,2012,2013
Cupressus duclouxiana,Yunnan Cypress,N,CONIFERS,EN,DD,2012,2013
Cupressus funebris,Funereal Cypress,N,CONIFERS,LC,DD,2012,2013
Cupressus goveniana,Gowen Cypress,N,CONIFERS,VU,EN,2012,2013
Cupressus guadalupensis,Guadalupe Cypress,N,CONIFERS,VU,EN,2012,2013
Cupressus sargentii,Sargent Cypress,N,CONIFERS,LC,VU,2012,2013
Cupressus sempervirens,Mediterranean Cypress,N,CONIFERS,NT,LC,2012,2013
Dacrycarpus kinabaluensis,,N,CONIFERS,LR/cd,LC,2012,2013
Dacrydium ericioides,,N,CONIFERS,VU,LC,2012,2013
Dacrydium gibbsiae,,N,CONIFERS,LR/cd,LC,2012,2013
Dacrydium gracile,,N,CONIFERS,VU,NT,2012,2013
Dacrydium medium,,N,CONIFERS,LC,VU,2012,2013
Dacrydium pectinatum,,N,CONIFERS,LC,EN,2012,2013
Falcatifolium angustum,,N,CONIFERS,VU,EN,2012,2013
Falcatifolium falciforme,,N,CONIFERS,LC,NT,2012,2013
Fokienia hodginsii,Fujian Cypress,N,CONIFERS,NT,VU,2012,2013
Halocarpus kirkii,,N,CONIFERS,VU,NT,2012,2013
Juniperus angosturana,,N,CONIFERS,LC,VU,2012,2013
Juniperus blancoi,,N,CONIFERS,VU,NT,2012,2013
Juniperus comitana,,G,CONIFERS,VU,EN,2012,2013
Juniperus convallium,,N,CONIFERS,DD,LC,2012,2013
Juniperus durangensis,,N,CONIFERS,VU,LC,2012,2013
Juniperus gamboana,,N,CONIFERS,VU,EN,2012,2013
Juniperus komarovii,,N,CONIFERS,NT,LC,2012,2013
Juniperus procera,African Pencil Cedar,N,CONIFERS,NT,LC,2012,2013
Juniperus przewalskii,Przewalsi Juniper,N,CONIFERS,NT,LC,2012,2013
Juniperus saltillensis,,N,CONIFERS,LC,EN,2012,2013
Juniperus saxicola,,N,CONIFERS,VU,CR,2012,2013
Juniperus taxifolia,Luchu Juniper,N,CONIFERS,DD,NT,2012,2013
Juniperus tibetica,Tibetan Juniper,N,CONIFERS,LC,VU,2012,2013
Keteleeria evelyniana,,N,CONIFERS,LC,VU,2012,2013
Lagarostrobos franklinii,Huon Pine,N,CONIFERS,LR/cd,LC,2012,2013
Larix mastersiana,Masters' Larch,N,CONIFERS,VU,EN,2012,2013
Lepidothamnus fonkii,Chilean Rimu,N,CONIFERS,VU,LC,2012,2013
Libocedrus bidwillii,Cedar,N,CONIFERS,LC,NT,2012,2013
Metasequoia glyptostroboides,Dawn Redwood,N,CONIFERS,CR,EN,2012,2013
Nageia maxima,,G,CONIFERS,VU,EN,2012,2013
Nageia motleyi,,G,CONIFERS,LC,VU,2012,2013
Nothotsuga longibracteata,Bristlecone Hemlock,N,CONIFERS,EN,NT,2012,2013
Pherosphaera fitzgeraldii,Dwarf Mountain Pine,N,CONIFERS,EN,CR,2012,2013
Pherosphaera hookeriana,Mount Mawson Pine,N,CONIFERS,LC,NT,2012,2013
Picea alcoquiana,Alcock's Spruce,N,CONIFERS,LC,NT,2012,2013
Picea asperata,Dragon Spruce,N,CONIFERS,LC,VU,2012,2013
Picea breweriana,Brewer's Spruce,N,CONIFERS,NT,VU,2012,2013
Picea farreri,Farrer's Spruce,N,CONIFERS,EN,VU,2012,2013
Picea linzhiensis,,N,CONIFERS,LC,NT,2012,2013
Picea martinezii,Martinez's Spruce,N,CONIFERS,CR,EN,2012,2013
Picea maximowiczii,Maximowicz's Spruce,N,CONIFERS,VU,EN,2012,2013
Picea meyeri,Meyer's Spruce,N,CONIFERS,LC,NT,2012,2013
Picea neoveitchii,Veitch's Spruce,N,CONIFERS,EN,CR,2012,2013
Picea purpurea,Purple Cone Spruce,G,CONIFERS,LC,NT,2012,2013
Picea retroflexa,Tapao Shan spruce,N,CONIFERS,VU,EN,2012,2013
Pinus albicaulis,Whitebark Pine,G,CONIFERS,VU,EN,2012,2013
Pinus aristata,Rocky Mountain Bristlecone Pine,N,CONIFERS,NT,LC,2012,2013
Pinus clausa,Sand Pine,N,CONIFERS,NT,LC,2012,2013
Pinus coulteri,Coulter Pine,G,CONIFERS,LC,NT,2012,2013
Pinus dalatensis,Dalat Pine,N,CONIFERS,DD,NT,2012,2013
Pinus durangensis,Durango Pine,G,CONIFERS,LC,NT,2012,2013
Pinus greggii,Gregg<d5>s Pine,N,CONIFERS,NT,VU,2012,2013
Pinus lumholtzii,Lumholtz's Pine,N,CONIFERS,LC,NT,2012,2013
Pinus monticola,Western White Pine,N,CONIFERS,LC,NT,2012,2013
Pinus morrisonicola,Taiwan White Pine,N,CONIFERS,LC,NT,2012,2013
Pinus muricata,Bishop Pine,N,CONIFERS,NT,VU,2012,2013
Pinus nelsonii,Nelson Pinyon Pine,N,CONIFERS,VU,EN,2012,2013
Pinus occidentalis,Hispaniolan Pine,N,CONIFERS,NT,EN,2012,2013
Pinus palustris,Longleaf Pine,N,CONIFERS,VU,EN,2012,2013
Pinus pinceana,Weeping Pinyon Pine,N,CONIFERS,NT,LC,2012,2013
Pinus praetermissa,,N,CONIFERS,LC,NT,2012,2013
Pinus radiata,Monterey Pine,G,CONIFERS,LR/cd,EN,2012,2013
Pinus rzedowskii,Rzedowski's Pine,N,CONIFERS,EN,VU,2012,2013
Pinus torreyana,Torrey Pine,N,CONIFERS,VU,CR,2012,2013
Pinus tropicalis,Tropical Pine,N,CONIFERS,LC,VU,2012,2013
Pinus virginiana,Virginia Pine,N,CONIFERS,NT,LC,2012,2013
Podocarpus affinis,,N,CONIFERS,VU,NT,2012,2013
Podocarpus archboldii,,N,CONIFERS,LC,VU,2012,2013
Podocarpus brevifolius,,N,CONIFERS,VU,NT,2012,2013
Podocarpus confertus,,G,CONIFERS,LC,EN,2012,2013
Podocarpus costaricensis,,N,CONIFERS,VU,CR,2012,2013
Podocarpus deflexus,,N,CONIFERS,EN,NT,2012,2013
Podocarpus dispermus,Broad-leaved Brown Pine,N,CONIFERS,NT,LC,2012,2013
Podocarpus fasciculus,,N,CONIFERS,NT,VU,2012,2013
Podocarpus glomeratus,,N,CONIFERS,LC,NT,2012,2013
Podocarpus henkelii,Henkel's Yellowwood,N,CONIFERS,LC,EN,2012,2013
Podocarpus macrocarpus,,N,CONIFERS,LC,EN,2012,2013
Podocarpus madagascariensis,,N,CONIFERS,LC,NT,2012,2013
Podocarpus matudae,,N,CONIFERS,NT,VU,2012,2013
Podocarpus micropedunculatus,,N,CONIFERS,DD,NT,2012,2013
Podocarpus parlatorei,,N,CONIFERS,DD,NT,2012,2013
Podocarpus polystachyus,,N,CONIFERS,LC,VU,2012,2013
Podocarpus ridleyi,,G,CONIFERS,LC,VU,2012,2013
Podocarpus rumphii,,G,CONIFERS,LC,NT,2012,2013
Podocarpus rusbyi,,N,CONIFERS,DD,VU,2012,2013
Podocarpus salomoniensis,,N,CONIFERS,DD,NT,2012,2013
Podocarpus sellowii,,N,CONIFERS,DD,EN,2012,2013
Podocarpus smithii,,N,CONIFERS,LR/cd,LC,2012,2013
Podocarpus sprucei,,N,CONIFERS,LC,EN,2012,2013
Podocarpus teysmannii,,G,CONIFERS,LC,NT,2012,2013
Podocarpus transiens,,N,CONIFERS,DD,EN,2012,2013
Podocarpus trinitensis,,N,CONIFERS,DD,NT,2012,2013
Podocarpus urbanii,Blue Mountain Yacca,G,CONIFERS,NT,CR,2012,2013
Prumnopitys exigua,,N,CONIFERS,DD,NT,2012,2013
Prumnopitys ladei,Mt Spurgeon Black Pine,N,CONIFERS,LR/cd,VU,2012,2013
Prumnopitys montana,,N,CONIFERS,LC,VU,2012,2013
Prumnopitys standleyi,,N,CONIFERS,DD,EN,2012,2013
Pseudolarix amabilis,Chinese Golden Larch ,N,CONIFERS,DD,VU,2012,2013
Pseudotaxus chienii,Whiteberry Yew,N,CONIFERS,EN,VU,2012,2013
Pseudotsuga japonica,Japanese Douglas-fir,N,CONIFERS,VU,EN,2012,2013
Sciadopitys verticillata,Japanese Umbrella Pine,N,CONIFERS,VU,NT,2012,2013
Sequoia sempervirens,Redwood,N,CONIFERS,VU,EN,2012,2013
Sequoiadendron giganteum,Giant Sequoia,N,CONIFERS,VU,EN,2012,2013
Taxus chinensis,Chinese Yew,G,CONIFERS,LC,EN,2012,2013
Taxus globosa,Mesoamerican Yew,G,CONIFERS,NT,EN,2012,2013
Thuja standishii,Japanese Arbor-vitae,N,CONIFERS,LC,NT,2012,2013
Thuja sutchuenensis,,N,CONIFERS,CR,EN,2012,2013
Torreya californica,California Nutmeg,N,CONIFERS,LR/cd,VU,2012,2013
Tsuga canadensis,Eastern Hemlock,G,CONIFERS,LC,NT,2012,2013
Tsuga sieboldii,Southern Japanese Hemlock,N,CONIFERS,LC,NT,2012,2013
Widdringtonia cedarbergensis,Clanwilliam Cedar,N,CONIFERS,EN,CR,2012,2013
Widdringtonia schwarzii ,Willowmore Cedar,N,CONIFERS,VU,NT,2012,2013
Widdringtonia whytei,Mulanje Cedar,G,CONIFERS,EN,CR,2012,2013
Xanthocyparis vietnamensis,Golden Vietnamese Cypress,N,CONIFERS,CR,EN,2012,2013
Aloe eminens,,N,FLOWERING PLANTS,LR/nt,EN,2012,2013
Anthurium lennartii,,N,FLOWERING PLANTS,VU,EN,2012,2013
Anthurium lingua,,N,FLOWERING PLANTS,NT,LC,2012,2013
Ariocarpus agavoides,Tamaulipas Living Rock Cactus,N,FLOWERING PLANTS,VU,EN,2012,2013
Ariocarpus bravoanus,,N,FLOWERING PLANTS,VU,EN,2012,2013
Ariocarpus scaphirostris,,G,FLOWERING PLANTS,VU,EN,2012,2013
Arthrocereus rondonianus,,N,FLOWERING PLANTS,VU,LC,2012,2013
Aztekium hintonii,,N,FLOWERING PLANTS,LC,NT,2012,2013
Brachycereus nesioticus,Lava Cactus,N,FLOWERING PLANTS,VU,LC,2012,2013
Brasilicereus markgrafii,,N,FLOWERING PLANTS,EN,VU,2012,2013
Cereus mirabella,,G,FLOWERING PLANTS,VU,EN,2012,2013
Cipocereus bradei,,N,FLOWERING PLANTS,EN,VU,2012,2013
Cipocereus crassisepalus,,N,FLOWERING PLANTS,VU,EN,2012,2013
Coryphantha robustispina,Pima Pineapple Cactus,N,FLOWERING PLANTS,EN,LC,2012,2013
Coryphantha vogtherriana,,N,FLOWERING PLANTS,CR,LC,2012,2013
Cumarinia odorata,,N,FLOWERING PLANTS,VU,LC,2012,2013
Discocactus bahiensis,,N,FLOWERING PLANTS,EN,VU,2012,2013
Discocactus catingicola,,N,FLOWERING PLANTS,VU,LC,2012,2013
Discocactus heptacanthus,,N,FLOWERING PLANTS,DD,NT,2012,2013
Discocactus horstii,,G,FLOWERING PLANTS,EN,VU,2012,2013
Discocactus placentiformis,,N,FLOWERING PLANTS,VU,LC,2012,2013
Discocactus zehntneri,,N,FLOWERING PLANTS,VU,NT,2012,2013
Diospyros katendei,,G,FLOWERING PLANTS,CR,CR(PE),2012,2013
Echinocactus grusonii,Golden Barrel,N,FLOWERING PLANTS,CR,EN,2012,2013
Espostoopsis dybowskii,,N,FLOWERING PLANTS,EN,VU,2012,2013
Facheiroa ulei,,N,FLOWERING PLANTS,DD,LC,2012,2013
Ficus faulkneriana,,N,FLOWERING PLANTS,CR,VU,2012,2013
Impatiens gordonii,Seychelles Bizzie Lizzie,N,FLOWERING PLANTS,E,CR,2012,2013
Jasminocereus thouarsii,Candelabra Cactus,N,FLOWERING PLANTS,VU,LC,2012,2013
Leptocereus quadricostatus,Sebucan,N,FLOWERING PLANTS,CR,EN,2012,2013
Lijndenia brenanii,,N,FLOWERING PLANTS,VU,CR(PE),2012,2013
Lophophora williamsii,Peyote,N,FLOWERING PLANTS,LC,VU,2012,2013
Lovoa swynnertonii,Brown Mahogany,N,FLOWERING PLANTS,EN,NT,2012,2013
Mammillaria aureilanata,,G,FLOWERING PLANTS,VU,EN,2012,2013
Mammillaria berkiana,,N,FLOWERING PLANTS,CR,VU,2012,2013
Mammillaria duwei,,N,FLOWERING PLANTS,EN,CR,2012,2013
Mammillaria gasseriana,,N,FLOWERING PLANTS,VU,EN,2012,2013
Mammillaria glochidiata,,N,FLOWERING PLANTS,EW,CR,2012,2013
Mammillaria guelzowiana,,G,FLOWERING PLANTS,CR,LC,2012,2013
Mammillaria guillauminiana,,N,FLOWERING PLANTS,EW,DD,2012,2013
Mammillaria luethyi,,N,FLOWERING PLANTS,EN,VU,2012,2013
Mammillaria mathildae,,N,FLOWERING PLANTS,VU,EN,2012,2013
Mammillaria microhelia,,N,FLOWERING PLANTS,VU,EN,2012,2013
Mammillaria pennispinosa,,N,FLOWERING PLANTS,EN,CR,2012,2013
Mammillaria rettigiana,,N,FLOWERING PLANTS,VU,EN,2012,2013
Mammillaria sinistrohamata,,N,FLOWERING PLANTS,LC,DD,2012,2013
Mammillaria weingartiana,,N,FLOWERING PLANTS,VU,LC,2012,2013
Mammillaria zeilmanniana,,N,FLOWERING PLANTS,EN,CR,2012,2013
Melocactus deinacanthus,,N,FLOWERING PLANTS,CR,EN,2012,2013
Melocactus ferreophilus,,N,FLOWERING PLANTS,EN,CR,2012,2013
Melocactus glaucescens,,N,FLOWERING PLANTS,CR,EN,2012,2013
Melocactus lanssensianus,,N,FLOWERING PLANTS,DD,EN,2012,2013
Melocactus pachyacanthus,,N,FLOWERING PLANTS,EN,VU,2012,2013
Melocactus paucispinus,,N,FLOWERING PLANTS,EN,LC,2012,2013
Memecylon greenwayi,,N,FLOWERING PLANTS,VU,LC,2012,2013
Mesogyne insignis,,N,FLOWERING PLANTS,VU,NT,2012,2013
Micranthocereus albicephalus,,G,FLOWERING PLANTS,NT,VU,2012,2013
Micranthocereus dolichospermaticus,,N,FLOWERING PLANTS,DD,NT,2012,2013
Micranthocereus violaciflorus,,N,FLOWERING PLANTS,VU,EN,2012,2013
Millettia micans,,N,FLOWERING PLANTS,VU,EN,2012,2013
Obregonia denegrii,Artichoke Cactus,N,FLOWERING PLANTS,VU,EN,2012,2013
