"","Binomial","Common","Status","Trend","System","Taxon","combo","Delta_Status","Status_Impr","source_2019","source.count","source.freq","Threatened"
"756","Monachus monachus","Mediterranean Monk Seal","EN","Increasing","Marine,Terrestrial","MarineMam","8.1.2 2.1",0,"Unchanged","Species Introductions",34,2.90598290598291,"Y"
"757","Neomonachus schauinslandi","Hawaiian Monk Seal","EN","Decreasing","Marine,Terrestrial","MarineMam","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"Y"
"758","Neophoca cinerea","Australian Sea Lion","EN","Decreasing","Marine,Terrestrial","MarineMam","6.1 2.2",-3,"Declined","Recreation",35,2.99145299145299,"Y"
"759","Odobenus rosmarus","Walrus","VU","U","Marine,Terrestrial","MarineMam","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"Y"
"760","Panthera onca","Jaguar","NT","Decreasing","Terrestrial","LandMam","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"N"
"761","Panthera tigris","Tiger","EN","Decreasing","Terrestrial","LandMam","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"Y"
"762","Salmo marmoratus",NA,"LC","Decreasing","Freshwater","Bony","8.1.2 2.3.1",0,"Unchanged","Species Introductions",34,2.90598290598291,"N"
"763","Tomistoma schlegelii","False Gharial","VU","Decreasing","Freshwater,Terrestrial","ReptAmph","8.1.2 2.1",0,"Unchanged","Species Introductions",34,2.90598290598291,"Y"
"764","Tursiops truncatus","Common Bottlenose Dolphin","LC","U","Marine","MarineMam","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"N"
"765","Cyclura stejnegeri","Mona Rhinoceros Iguana","EN","Decreasing","Terrestrial","ReptAmph","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"Y"
"766","Cyclura stejnegeri","Mona Rhinoceros Iguana","EN","Decreasing","Terrestrial","ReptAmph","8.1.2 1.2",0,"Unchanged","Species Introductions",34,2.90598290598291,"Y"
"767","Arctocephalus forsteri","New Zealand Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"N"
"768","Zalophus californianus","Californian Sea Lion","LC","Increasing","Marine,Terrestrial","MarineMam","8.1.2 2.3.7",0,"Unchanged","Species Introductions",34,2.90598290598291,"N"
"769","Zalophus wollebaeki","Galápagos Sea Lion","EN","Decreasing","Marine,Terrestrial","MarineMam","8.1.2 2.1",-1,"Declined","Species Introductions",34,2.90598290598291,"Y"
"770","Pusa caspica","Caspian Seal","EN","U","Freshwater,Terrestrial","LandMam","6.1 1.2",0,"Unchanged","Recreation",35,2.99145299145299,"Y"
"771","Pusa caspica","Caspian Seal","EN","U","Freshwater,Terrestrial","LandMam","8.1.2 1.2",0,"Unchanged","Species Introductions",34,2.90598290598291,"Y"
"772","Pusa hispida","Ringed Seal","LC","U","Marine,Freshwater,Terrestrial","MarineMam","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"N"
"773","Crocodylus johnstoni","Australian freshwater Crocodile","LC","Stable","Freshwater,Terrestrial","ReptAmph","8.1.2 2.1",0,"Unchanged","Species Introductions",34,2.90598290598291,"N"
"774","Bagrus docmak","Sudan Catfish","LC","U","Freshwater","Bony","8.1.2 2.1",0,"Unchanged","Species Introductions",34,2.90598290598291,"N"
"775","Megalops atlanticus","Tarpon","VU","Decreasing","Marine","Bony","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"Y"
"776","Epinephelus itajara","Atlantic Goliath Grouper","VU","Decreasing","Marine","Bony","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"Y"
"777","Esox masquinongy","Muskellunge","LC","Stable","Freshwater","Bony","8.1.2 ",0,"Unchanged","Species Introductions",34,2.90598290598291,"N"
"778","Pandion haliaetus","Osprey","LC","Increasing","Marine,Freshwater,Terrestrial","Birds","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"N"
"779","Haliaeetus leucoryphus","Pallas's Fish-eagle","EN","Decreasing","Freshwater,Terrestrial","Birds","8.1.2 1.2",0,"Unchanged","Species Introductions",34,2.90598290598291,"Y"
"780","Haliaeetus albicilla","White-tailed Sea-eagle","LC","Increasing","Marine,Freshwater,Terrestrial","Birds","6.1 2.2",1,"Improved","Recreation",35,2.99145299145299,"N"
"781","Gypaetus barbatus","Bearded Vulture","NT","Decreasing","Terrestrial","Birds","8.1.2 2.3.2",0,"Unchanged","Species Introductions",34,2.90598290598291,"N"
"782","Neophron percnopterus","Egyptian Vulture","EN","Decreasing","Freshwater,Terrestrial","Birds","6.1 2.2",-3,"Declined","Recreation",35,2.99145299145299,"Y"
"783","Gyps rueppelli","R<9f>ppell's Vulture","CR","Decreasing","Terrestrial","Birds","6.1 2.2",-3,"Declined","Recreation",35,2.99145299145299,"Y"
"784","Gyps coprotheres","Cape Vulture","EN","Decreasing","Terrestrial","Birds","6.1 2.2",-1,"Declined","Recreation",35,2.99145299145299,"Y"
"785","Torgos tracheliotos","Lappet-faced Vulture","EN","Decreasing","Terrestrial","Birds","6.1 2.2",-1,"Declined","Recreation",35,2.99145299145299,"Y"
"786","Buteogallus coronatus","Crowned Solitary Eagle","EN","Decreasing","Terrestrial","Birds","8.1.2 1.2",0,"Unchanged","Species Introductions",34,2.90598290598291,"Y"
"787","Buteo galapagoensis","Galapagos Hawk","VU","Stable","Marine,Terrestrial","Birds","8.1.2 2.3.2",0,"Unchanged","Species Introductions",34,2.90598290598291,"Y"
"788","Clanga clanga","Greater Spotted Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","8.1.2 1.3",0,"Unchanged","Species Introductions",34,2.90598290598291,"Y"
"789","Aquila adalberti","Spanish Imperial Eagle","VU","Increasing","Freshwater,Terrestrial","Birds","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"Y"
"790","Falco rusticolus","Gyrfalcon","LC","Stable","Marine,Terrestrial","Birds","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"N"
"791","Arctocephalus australis","South American Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","9.2.1 2.1",0,"Unchanged","Energy",56,4.78632478632479,"N"
"792","Arctocephalus galapagoensis","Galapagos Fur Seal","EN","Decreasing","Marine,Terrestrial","MarineMam","9.2.1 2.1",-1,"Declined","Energy",56,4.78632478632479,"Y"
"793","Arctocephalus philippii","Juan Fernández Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","7.3 1.1",1,"Improved","Ecosystem Modification",18,1.53846153846154,"N"
"794","Arctocephalus philippii","Juan Fernández Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","9.2.1 2.1",1,"Improved","Energy",56,4.78632478632479,"N"
"795","Arctocephalus pusillus","Afro-Australian Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","9.2.1 2.1",0,"Unchanged","Energy",56,4.78632478632479,"N"
"796","Arctocephalus townsendi","Guadalupe Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","7.3 1.1",1,"Improved","Ecosystem Modification",18,1.53846153846154,"N"
"797","Arctocephalus townsendi","Guadalupe Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","9.2.1 2.1",1,"Improved","Energy",56,4.78632478632479,"N"
"798","Balaena mysticetus","Bowhead Whale","LC","Increasing","Marine","MarineMam","9.2.1 ",1,"Improved","Energy",56,4.78632478632479,"N"
"799","Callorhinus ursinus","Northern Fur Seal","VU","Decreasing","Marine,Terrestrial","MarineMam","9.2.1 2.1",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"800","Carcharhinus obscurus","Dusky Shark","VU","Decreasing","Marine","Elasmo","5.4.5 ",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"801","Carcharias taurus","Sand Tiger Shark","VU","U","Marine","Elasmo","5.4.5 ",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"802","Carcharodon carcharias","Great White Shark","VU","U","Marine","Elasmo","5.4.5 ",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"803","Mecistops cataphractus","Slender-snouted Crocodile","CR","Decreasing","Freshwater,Terrestrial","ReptAmph","5.4.5 2.1",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"804","Mecistops cataphractus","Slender-snouted Crocodile","CR","Decreasing","Freshwater,Terrestrial","ReptAmph","7.3 1.2",0,"Unchanged","Ecosystem Modification",18,1.53846153846154,"Y"
"805","Crocodylus intermedius","Orinoco Crocodile","CR","Decreasing","Freshwater,Terrestrial","ReptAmph","5.4.5 2.1",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"806","Crocodylus moreletii","Morelet's Crocodile","LC","Stable","Freshwater,Terrestrial","ReptAmph","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"807","Crocodylus mindorensis","Philippine Crocodile","CR","Decreasing","Freshwater,Terrestrial","ReptAmph","5.4.5 2.1",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"808","Delphinapterus leucas","Beluga","LC","U","Marine","MarineMam","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"809","Erignathus barbatus","Bearded Seal","LC","U","Marine,Terrestrial","MarineMam","9.2.1 2.1",0,"Unchanged","Energy",56,4.78632478632479,"N"
"810","Eumetopias jubatus","Steller Sea Lion","NT","Increasing","Marine,Terrestrial","MarineMam","5.4.5 2.1",2,"Improved","Persecution",35,2.99145299145299,"N"
"811","Eumetopias jubatus","Steller Sea Lion","NT","Increasing","Marine,Terrestrial","MarineMam","7.3 1.1",2,"Improved","Ecosystem Modification",18,1.53846153846154,"N"
"812","Halichoerus grypus","Grey Seal","LC","Increasing","Marine,Terrestrial","MarineMam","5.4.5 2.1",0,"Unchanged","Persecution",35,2.99145299145299,"N"
"813","Halichoerus grypus","Grey Seal","LC","Increasing","Marine,Terrestrial","MarineMam","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"814","Halichoerus grypus","Grey Seal","LC","Increasing","Marine,Terrestrial","MarineMam","9.3.4 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"815","Huso dauricus","Kaluga","CR","Decreasing","Marine,Freshwater","Bony","9.2.1 1.2",-1,"Declined","Energy",56,4.78632478632479,"Y"
"816","Huso dauricus","Kaluga","CR","Decreasing","Marine,Freshwater","Bony","9.2.3 1.2",-1,"Declined","Pollution",42,3.58974358974359,"Y"
"817","Huso dauricus","Kaluga","CR","Decreasing","Marine,Freshwater","Bony","9.3.4 ",-1,"Declined","Agriculture",108,9.23076923076923,"Y"
"818","Huso huso","Beluga","CR","Decreasing","Marine,Freshwater","Bony","9.2.3 1.2",-1,"Declined","Pollution",42,3.58974358974359,"Y"
"819","Monachus monachus","Mediterranean Monk Seal","EN","Increasing","Marine,Terrestrial","MarineMam","5.4.5 2.1",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"820","Monachus monachus","Mediterranean Monk Seal","EN","Increasing","Marine,Terrestrial","MarineMam","7.3 1.1",0,"Unchanged","Ecosystem Modification",18,1.53846153846154,"Y"
"821","Monachus monachus","Mediterranean Monk Seal","EN","Increasing","Marine,Terrestrial","MarineMam","9.2.1 2.1",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"822","Monachus monachus","Mediterranean Monk Seal","EN","Increasing","Marine,Terrestrial","MarineMam","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"Y"
"823","Monachus monachus","Mediterranean Monk Seal","EN","Increasing","Marine,Terrestrial","MarineMam","9.3.4 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"824","Neomonachus schauinslandi","Hawaiian Monk Seal","EN","Decreasing","Marine,Terrestrial","MarineMam","5.4.5 2.1",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"825","Neomonachus schauinslandi","Hawaiian Monk Seal","EN","Decreasing","Marine,Terrestrial","MarineMam","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"Y"
"826","Monodon monoceros","Narwhal","LC","U","Marine","MarineMam","9.2.1 ",0,"Unchanged","Energy",56,4.78632478632479,"N"
"827","Neophoca cinerea","Australian Sea Lion","EN","Decreasing","Marine,Terrestrial","MarineMam","9.2.1 2.1",-3,"Declined","Energy",56,4.78632478632479,"Y"
"828","Odobenus rosmarus","Walrus","VU","U","Marine,Terrestrial","MarineMam","9.2.1 1.2",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"829","Panthera onca","Jaguar","NT","Decreasing","Terrestrial","LandMam","7.3 1.1",0,"Unchanged","Ecosystem Modification",18,1.53846153846154,"N"
"830","Panthera pardus","Leopard","VU","Decreasing","Terrestrial","LandMam","7.3 1.2",-1,"Declined","Ecosystem Modification",18,1.53846153846154,"Y"
"831","Phoca vitulina","Harbor Seal","LC","U","Marine,Freshwater,Terrestrial","MarineMam","5.4.5 2.1",0,"Unchanged","Persecution",35,2.99145299145299,"N"
"832","Phoca vitulina","Harbor Seal","LC","U","Marine,Freshwater,Terrestrial","MarineMam","9.2.1 2.1",0,"Unchanged","Energy",56,4.78632478632479,"N"
"833","Phoca vitulina","Harbor Seal","LC","U","Marine,Freshwater,Terrestrial","MarineMam","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"834","Phoca vitulina","Harbor Seal","LC","U","Marine,Freshwater,Terrestrial","MarineMam","9.3.4 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"835","Phoca largha","Spotted Seal","LC","U","Marine,Terrestrial","MarineMam","5.4.5 2.1",0,"Unchanged","Persecution",35,2.99145299145299,"N"
"836","Phoca largha","Spotted Seal","LC","U","Marine,Terrestrial","MarineMam","9.2.1 2.1",0,"Unchanged","Energy",56,4.78632478632479,"N"
"837","Phocoena phocoena","Harbour Porpoise","LC","U","Marine","MarineMam","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"838","Phocoena phocoena","Harbour Porpoise","LC","U","Marine","MarineMam","9.3.4 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"839","Phocoenoides dalli","Dall's Porpoise","LC","U","Marine","MarineMam","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"840","Phocoenoides dalli","Dall's Porpoise","LC","U","Marine","MarineMam","9.3.4 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"841","Psephurus gladius","Chinese Paddlefish","CR","U","Marine,Freshwater","Bony","9.2.1 1.2",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"842","Pseudorca crassidens","False Kille Whale","NT","U",NA,"MarineMam","5.4.5 2.1",0,"Unchanged","Persecution",35,2.99145299145299,"N"
"843","Pteronura brasiliensis","Giant Otter","EN","Decreasing","Freshwater,Terrestrial","LandMam","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"Y"
"844","Stenella attenuata","Pantropical Spotted Dolphin","LC","U","Marine","MarineMam","5.4.5 2.1",0,"Unchanged","Persecution",35,2.99145299145299,"N"
"845","Stenella coeruleoalba","Striped Dolphin","LC","U","Marine","MarineMam","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"846","Stenella coeruleoalba","Striped Dolphin","LC","U","Marine","MarineMam","9.3.4 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"847","Tomistoma schlegelii","False Gharial","VU","Decreasing","Freshwater,Terrestrial","ReptAmph","7.3 1.1",0,"Unchanged","Ecosystem Modification",18,1.53846153846154,"Y"
"848","Tursiops truncatus","Common Bottlenose Dolphin","LC","U","Marine","MarineMam","5.4.5 2.1",0,"Unchanged","Persecution",35,2.99145299145299,"N"
"849","Tursiops truncatus","Common Bottlenose Dolphin","LC","U","Marine","MarineMam","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"850","Tursiops truncatus","Common Bottlenose Dolphin","LC","U","Marine","MarineMam","9.3.4 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"851","Isurus oxyrinchus","Shortfin Mako","EN","Decreasing","Marine","Elasmo","5.4.5 ",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"852","Carcharhinus leucas","Bull Shark","NT","U","Marine,Freshwater","Elasmo","5.4.5 ",0,"Unchanged","Persecution",35,2.99145299145299,"N"
"853","Galeocerdo cuvier","Tiger Shark","NT","Decreasing","Marine","Elasmo","5.4.5 ",0,"Unchanged","Persecution",35,2.99145299145299,"N"
"854","Sphyrna lewini","Scalloped Hammerhead","EN","U","Marine","Elasmo","5.4.5 ",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"855","Sphyrna mokarran","Great Hammerhead","EN","Decreasing","Marine","Elasmo","5.4.5 ",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"856","Sphyrna zygaena","Smooth Hammerhead","VU","Decreasing","Marine","Elasmo","5.4.5 ",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"857","Anoxypristis cuspidata","Narrow Sawfish","EN","Decreasing","Marine","Elasmo","5.4.5 1.3",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"858","Aetobatus narinari","Spotted Eagle Ray","NT","Decreasing","Marine","Elasmo","5.4.5 ",0,"Unchanged","Persecution",35,2.99145299145299,"N"
"859","Arctocephalus forsteri","New Zealand Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","9.2.1 2.1",0,"Unchanged","Energy",56,4.78632478632479,"N"
"860","Otaria byronia","South American Sea Lion","LC","Stable","Marine,Terrestrial","MarineMam","5.4.5 2.1",0,"Unchanged","Persecution",35,2.99145299145299,"N"
"861","Zalophus californianus","Californian Sea Lion","LC","Increasing","Marine,Terrestrial","MarineMam","5.4.5 2.1",0,"Unchanged","Persecution",35,2.99145299145299,"N"
"862","Zalophus californianus","Californian Sea Lion","LC","Increasing","Marine,Terrestrial","MarineMam","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"863","Zalophus californianus","Californian Sea Lion","LC","Increasing","Marine,Terrestrial","MarineMam","9.3.4 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"864","Pusa caspica","Caspian Seal","EN","U","Freshwater,Terrestrial","LandMam","7.3 1.1",0,"Unchanged","Ecosystem Modification",18,1.53846153846154,"Y"
"865","Pusa caspica","Caspian Seal","EN","U","Freshwater,Terrestrial","LandMam","9.2.1 1.2",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"866","Pagophilus groenlandicus","Harp Seal","LC","Increasing","Marine","MarineMam","9.2.1 2.1",0,"Unchanged","Energy",56,4.78632478632479,"N"
"867","Pagophilus groenlandicus","Harp Seal","LC","Increasing","Marine","MarineMam","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"868","Pagophilus groenlandicus","Harp Seal","LC","Increasing","Marine","MarineMam","9.3.4 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"869","Pusa hispida","Ringed Seal","LC","U","Marine,Freshwater,Terrestrial","MarineMam","9.2.1 2.1",0,"Unchanged","Energy",56,4.78632478632479,"N"
"870","Pusa hispida","Ringed Seal","LC","U","Marine,Freshwater,Terrestrial","MarineMam","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"871","Pusa hispida","Ringed Seal","LC","U","Marine,Freshwater,Terrestrial","MarineMam","9.3.4 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"872","Pusa sibirica","Baikal Seal","LC","Stable","Freshwater,Terrestrial","LandMam","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"873","Pusa sibirica","Baikal Seal","LC","Stable","Freshwater,Terrestrial","LandMam","9.3.4 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"874","Carcharhinus brachyurus","Copper Shark","NT","U","Marine,Freshwater","Elasmo","5.4.5 ",0,"Unchanged","Persecution",35,2.99145299145299,"N"
"875","Physeter macrocephalus","Sperm Whale","VU","U","Marine","MarineMam","5.4.5 2.1",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"876","Physeter macrocephalus","Sperm Whale","VU","U","Marine","MarineMam","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"Y"
"877","Physeter macrocephalus","Sperm Whale","VU","U","Marine","MarineMam","9.3.4 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"878","Argyrosomus hololepidotus","Madagascar Kob","EN","U","Marine","Bony","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"Y"
"879","Argyrosomus hololepidotus","Madagascar Kob","EN","U","Marine","Bony","9.3.4 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"880","Alopias superciliosus","Bigeye Thresher Shark","VU","Decreasing","Marine","Elasmo","5.4.5 ",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"881","Chitala lopis","Giant Featherback","LC","U","Freshwater","Bony","9.3.4 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"882","Lates niloticus","Nile Perch","LC","U","Freshwater","Bony","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"883","Lates niloticus","Nile Perch","LC","U","Freshwater","Bony","9.3.4 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"884","Bagrus docmak","Sudan Catfish","LC","U","Freshwater","Bony","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"885","Hucho taimen","Siberian Taimen","VU","Decreasing","Freshwater","Bony","9.2.3 ",0,"Unchanged","Pollution",42,3.58974358974359,"Y"
"886","Morone saxatilis","Striped Bass","LC","U","Marine,Freshwater","Bony","9.2.3 ",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"887","Esox masquinongy","Muskellunge","LC","Stable","Freshwater","Bony","9.2.3 ",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"888","Polydactylus quadrifilis","Giant African threadfin","LC","Stable","Marine","Bony","9.2.1 ",0,"Unchanged","Energy",56,4.78632478632479,"N"
"889","Haliaeetus leucoryphus","Pallas's Fish-eagle","EN","Decreasing","Freshwater,Terrestrial","Birds","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"Y"
"890","Haliaeetus albicilla","White-tailed Sea-eagle","LC","Increasing","Marine,Freshwater,Terrestrial","Birds","9.2.3 1.2",1,"Improved","Pollution",42,3.58974358974359,"N"
"891","Haliaeetus pelagicus","Steller's Sea-eagle","VU","Decreasing","Marine,Freshwater,Terrestrial","Birds","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"Y"
"892","Neophron percnopterus","Egyptian Vulture","EN","Decreasing","Freshwater,Terrestrial","Birds","7.3 2.1",-3,"Declined","Ecosystem Modification",18,1.53846153846154,"Y"
"893","Gyps bengalensis","White-rumped Vulture","CR","Decreasing","Terrestrial","Birds","7.3 1.2",0,"Unchanged","Ecosystem Modification",18,1.53846153846154,"Y"
"894","Gyps fulvus","Griffon Vulture","LC","Increasing","Terrestrial","Birds","9.3.4 2.1",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"895","Gyps coprotheres","Cape Vulture","EN","Decreasing","Terrestrial","Birds","7.3 1.2",-1,"Declined","Ecosystem Modification",18,1.53846153846154,"Y"
"896","Torgos tracheliotos","Lappet-faced Vulture","EN","Decreasing","Terrestrial","Birds","7.3 1.2",-1,"Declined","Ecosystem Modification",18,1.53846153846154,"Y"
"897","Sarcogyps calvus","Red-headed Vulture","CR","Decreasing","Terrestrial","Birds","7.3 1.2",-4,"Declined","Ecosystem Modification",18,1.53846153846154,"Y"
"898","Pithecophaga jefferyi","Philippine Eagle","CR","Decreasing","Terrestrial","Birds","9.3.4 2.3.7",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"899","Clanga clanga","Greater Spotted Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","7.3 1.2",0,"Unchanged","Ecosystem Modification",18,1.53846153846154,"Y"
"900","Aquila adalberti","Spanish Imperial Eagle","VU","Increasing","Freshwater,Terrestrial","Birds","7.3 1.2",0,"Unchanged","Ecosystem Modification",18,1.53846153846154,"Y"
"901","Gyps tenuirostris","Slender-billed Vulture","CR","Decreasing","Terrestrial","Birds","7.3 1.2",0,"Unchanged","Ecosystem Modification",18,1.53846153846154,"Y"
"902","Gyps tenuirostris","Slender-billed Vulture","CR","Decreasing","Terrestrial","Birds","9.3.4 2.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"903","Gyps indicus","Indian Vulture","CR","Decreasing","Terrestrial","Birds","7.3 1.2",0,"Unchanged","Ecosystem Modification",18,1.53846153846154,"Y"
"904","Gyps indicus","Indian Vulture","CR","Decreasing","Terrestrial","Birds","9.3.4 2.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"905","Sousa chinensis","Indo-Pacific Humpbacked Dolphin","VU","Decreasing","Marine,Freshwater","MarineMam","9.2.1 2.1",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"906","Sousa chinensis","Indo-Pacific Humpbacked Dolphin","VU","Decreasing","Marine,Freshwater","MarineMam","9.2.3 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"Y"
"907","Sousa chinensis","Indo-Pacific Humpbacked Dolphin","VU","Decreasing","Marine,Freshwater","MarineMam","9.3.4 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"908","Aonyx congicus","Congo Clawless Otter","NT","Decreasing","Freshwater,Terrestrial","LandMam","5.3.4 1.1",0,"Unchanged","Timber",59,5.04273504273504,"N"
"909","Tomistoma schlegelii","False Gharial","VU","Decreasing","Freshwater,Terrestrial","ReptAmph","5.3.4 1.1",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"910","Bubo shelleyi","Shelley's Eagle-owl","VU","Decreasing","Terrestrial","Birds","5.3.4 1.1",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"911","Milvus milvus","Red Kite","NT","Decreasing","Terrestrial","Birds","5.3.4 1.1",-1,"Declined","Timber",59,5.04273504273504,"N"
"912","Haliaeetus vociferoides","Madagascar Fish-eagle","CR","Decreasing","Marine,Freshwater,Terrestrial","Birds","5.3.4 1.2",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"913","Haliaeetus leucoryphus","Pallas's Fish-eagle","EN","Decreasing","Freshwater,Terrestrial","Birds","5.3.4 1.2",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"914","Haliaeetus pelagicus","Steller's Sea-eagle","VU","Decreasing","Marine,Freshwater,Terrestrial","Birds","5.3.4 1.2",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"915","Accipiter henstii","Henst's Goshawk","NT","Decreasing","Terrestrial","Birds","5.3.4 1.1",0,"Unchanged","Timber",59,5.04273504273504,"N"
"916","Buteogallus solitarius","Black Solitary Eagle","NT","Decreasing","Terrestrial","Birds","5.3.4 1.2",0,"Unchanged","Timber",59,5.04273504273504,"N"
"917","Morphnus guianensis","Crested Eagle","NT","Decreasing","Terrestrial","Birds","5.3.4 1.2",0,"Unchanged","Timber",59,5.04273504273504,"N"
"918","Clanga pomarina","Lesser Spotted Eagle","LC","Stable","Terrestrial","Birds","5.3.4 1.1",0,"Unchanged","Timber",59,5.04273504273504,"N"
"919","Aquila heliaca","Eastern Imperial Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","5.3.4 1.2",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"920","Nisaetus nipalensis","Mountain Hawk-eagle","LC","Decreasing","Terrestrial","Birds","5.3.4 1.1",0,"Unchanged","Timber",59,5.04273504273504,"N"
"921","Polydactylus quadrifilis","Giant African threadfin","LC","Stable","Marine","Bony","5.3.3 ",0,"Unchanged","Timber",59,5.04273504273504,"N"
"922","Nesasio solomonensis","Fearful Owl","VU","Decreasing","Terrestrial","Birds","5.3.3 1.2",0,"Unchanged","Timber",59,5.04273504273504,"Y"
