"","Binomial","Common","Status","Trend","System","Taxon","combo","Delta_Status","Status_Impr","source_2019","source.count","source.freq","Threatened"
"412","Haliaeetus vociferoides","Madagascar Fish-eagle","CR","Decreasing","Marine,Freshwater,Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"413","Gypaetus barbatus","Bearded Vulture","NT","Decreasing","Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"414","Neophron percnopterus","Egyptian Vulture","EN","Decreasing","Freshwater,Terrestrial","Birds","5.1.1 2.1",-3,"Declined","Hunting",93,7.94871794871795,"Y"
"415","Necrosyrtes monachus","Hooded Vulture","CR","Decreasing","Freshwater,Terrestrial","Birds","5.1.1 2.1",-1,"Declined","Hunting",93,7.94871794871795,"Y"
"416","Gyps africanus","White-backed Vulture","CR","Decreasing","Freshwater,Terrestrial","Birds","5.1.1 2.1",-3,"Declined","Hunting",93,7.94871794871795,"Y"
"417","Gyps rueppelli","R<9f>ppell's Vulture","CR","Decreasing","Terrestrial","Birds","5.1.1 2.1",-3,"Declined","Hunting",93,7.94871794871795,"Y"
"418","Gyps coprotheres","Cape Vulture","EN","Decreasing","Terrestrial","Birds","5.1.1 2.1",-1,"Declined","Hunting",93,7.94871794871795,"Y"
"419","Aegypius monachus","Cinereous Vulture","NT","Decreasing","Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"420","Torgos tracheliotos","Lappet-faced Vulture","EN","Decreasing","Terrestrial","Birds","5.1.1 1.2",-1,"Declined","Hunting",93,7.94871794871795,"Y"
"421","Trigonoceps occipitalis","White-headed Vulture","CR","Decreasing","Terrestrial","Birds","5.1.1 2.1",-2,"Declined","Hunting",93,7.94871794871795,"Y"
"422","Buteogallus solitarius","Black Solitary Eagle","NT","Decreasing","Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"423","Buteogallus coronatus","Crowned Solitary Eagle","EN","Decreasing","Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"424","Buteo galapagoensis","Galapagos Hawk","VU","Stable","Marine,Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"425","Morphnus guianensis","Crested Eagle","NT","Decreasing","Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"426","Harpia harpyja","Harpy Eagle","NT","Decreasing","Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"427","Harpyopsis novaeguineae","Papuan Eagle","VU","Decreasing","Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"428","Pithecophaga jefferyi","Philippine Eagle","CR","Decreasing","Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"429","Clanga pomarina","Lesser Spotted Eagle","LC","Stable","Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"430","Aquila nipalensis","Steppe Eagle","EN","Decreasing","Terrestrial","Birds","5.1.1 2.3.7",-3,"Declined","Hunting",93,7.94871794871795,"Y"
"431","Aquila heliaca","Eastern Imperial Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"432","Polemaetus bellicosus","Martial Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","5.1.1 2.1",-1,"Declined","Hunting",93,7.94871794871795,"Y"
"433","Spizaetus ornatus","Ornate Hawk-eagle","NT","Decreasing","Terrestrial","Birds","5.1.1 2.1",-1,"Declined","Hunting",93,7.94871794871795,"N"
"434","Stephanoaetus coronatus","Crowned Eagle","NT","Decreasing","Freshwater,Terrestrial","Birds","5.1.1 1.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"435","Sagittarius serpentarius","Secretarybird","VU","Decreasing","Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"436","Falco rusticolus","Gyrfalcon","LC","Stable","Marine,Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"437","Nisaetus floris","Flores Hawk-eagle","CR","Decreasing","Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"438","Buteo socotraensis","Socotra Buzzard","VU","Stable","Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"439","Circaetus beaudouini","Beaudouin's Snake-eagle","VU","Decreasing","Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"440","Varanus salvadorii","Crocodile Monitor","LC","U","Terrestrial","ReptAmph","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"441","Nisaetus philippensis","North Philippine Hawk-eagle","EN","Decreasing","Terrestrial","Birds","5.1.1 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"442","Aonyx capensis","African Clawless Otter","NT","Decreasing","Marine,Freshwater,Terrestrial","LandMam","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"443","Carcharhinus plumbeus","Sandbar Shark","VU","Decreasing","Marine","Elasmo","1.1 1.2",0,"Unchanged","Development",68,5.81196581196581,"Y"
"444","Crocodylus acutus","American Crocodile","VU","Increasing","Marine,Freshwater,Terrestrial","ReptAmph","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"445","Mecistops cataphractus","Slender-snouted Crocodile","CR","Decreasing","Freshwater,Terrestrial","ReptAmph","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"446","Crocodylus palustris","Mugger","VU","Stable","Freshwater,Terrestrial","ReptAmph","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"447","Cuon alpinus","Dhole","EN","Decreasing","Terrestrial","LandMam","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"448","Lutjanus cyanopterus","Cubera Snapper","VU","Decreasing","Marine","Bony","1.1 1.2",0,"Unchanged","Development",68,5.81196581196581,"Y"
"449","Lycaon pictus","African Wild Dog","EN","Decreasing",NA,"LandMam","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"450","Lynx pardinus","Iberian lynx","EN","Increasing","Terrestrial","LandMam","1.1 1.1",1,"Improved","Development",68,5.81196581196581,"Y"
"451","Monachus monachus","Mediterranean Monk Seal","EN","Increasing","Marine,Terrestrial","MarineMam","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"452","Neofelis nebulosa","Clouded Leopard","VU","Decreasing","Terrestrial","LandMam","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"453","Panthera leo","Lion","VU","Decreasing","Terrestrial","LandMam","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"454","Panthera onca","Jaguar","NT","Decreasing","Terrestrial","LandMam","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"455","Panthera pardus","Leopard","VU","Decreasing","Terrestrial","LandMam","1.1 1.1",-1,"Declined","Development",68,5.81196581196581,"Y"
"456","Panthera tigris","Tiger","EN","Decreasing","Terrestrial","LandMam","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"457","Pardofelis marmorata","Marbled Cat","NT","Decreasing","Terrestrial","LandMam","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"458","Pristis pectinata","Smalltooth Sawfish","CR","Decreasing","Marine","Elasmo","1.1 2.2",0,"Unchanged","Development",68,5.81196581196581,"Y"
"459","Pteronura brasiliensis","Giant Otter","EN","Decreasing","Freshwater,Terrestrial","LandMam","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"460","Puma concolor","Puma","LC","Decreasing","Terrestrial","LandMam","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"461","Sousa teuszii","Atlantic Humpbacked Dolphin","CR","Decreasing","Marine,Freshwater","MarineMam","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"462","Tursiops truncatus","Common Bottlenose Dolphin","LC","U","Marine","MarineMam","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"463","Panthera uncia","Snow Leopard","VU","Decreasing","Terrestrial","LandMam","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"464","Anoxypristis cuspidata","Narrow Sawfish","EN","Decreasing","Marine","Elasmo","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"465","Pusa caspica","Caspian Seal","EN","U","Freshwater,Terrestrial","LandMam","1.1 1.2",0,"Unchanged","Development",68,5.81196581196581,"Y"
"466","Argyrosomus hololepidotus","Madagascar Kob","EN","U","Marine","Bony","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"467","Megalops atlanticus","Tarpon","VU","Decreasing","Marine","Bony","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"468","Haliaeetus leucoryphus","Pallas's Fish-eagle","EN","Decreasing","Freshwater,Terrestrial","Birds","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"469","Gypaetus barbatus","Bearded Vulture","NT","Decreasing","Terrestrial","Birds","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"470","Gyps coprotheres","Cape Vulture","EN","Decreasing","Terrestrial","Birds","1.1 1.1",-1,"Declined","Development",68,5.81196581196581,"Y"
"471","Buteogallus coronatus","Crowned Solitary Eagle","EN","Decreasing","Terrestrial","Birds","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"472","Clanga clanga","Greater Spotted Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"473","Aquila adalberti","Spanish Imperial Eagle","VU","Increasing","Freshwater,Terrestrial","Birds","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"474","Sagittarius serpentarius","Secretarybird","VU","Decreasing","Terrestrial","Birds","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"475","Circaetus beaudouini","Beaudouin's Snake-eagle","VU","Decreasing","Terrestrial","Birds","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"476","Sousa chinensis","Indo-Pacific Humpbacked Dolphin","VU","Decreasing","Marine,Freshwater","MarineMam","1.1 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"477","Alligator sinensis","Chinese Alligator","CR","Stable","Freshwater,Terrestrial","ReptAmph","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"478","Canis lupus","Gray Wolf","LC","Stable","Terrestrial","LandMam","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"479","Canis rufus","Red Wolf","CR","Decreasing","Terrestrial","LandMam","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"480","Canis simensis","Ethiopian Wolf","EN","Decreasing","Terrestrial","LandMam","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"481","Caracal caracal","Caracal","LC","U","Terrestrial","LandMam","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"482","Crocuta crocuta","Spotted Hyaena","LC","Decreasing","Terrestrial","LandMam","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"483","Cuon alpinus","Dhole","EN","Decreasing","Terrestrial","LandMam","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"484","Parahyaena brunnea","Brown Hyaena","NT","Stable","Terrestrial","LandMam","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"485","Dolichophis jugularis","Large Whip Snake","LC","Stable","Terrestrial","ReptAmph","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"486","Ptyas carinata","Keeled Rat Snake","LC","Decreasing","Terrestrial","ReptAmph","5.1.3 ",0,"Unchanged","Timber",59,5.04273504273504,"N"
"487","Haliaeetus albicilla","White-tailed Sea-eagle","LC","Increasing","Marine,Freshwater,Terrestrial","Birds","5.1.3 2.1",1,"Improved","Hunting",93,7.94871794871795,"N"
"488","Gyps bengalensis","White-rumped Vulture","CR","Decreasing","Terrestrial","Birds","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"489","Gyps fulvus","Griffon Vulture","LC","Increasing","Terrestrial","Birds","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"490","Sarcogyps calvus","Red-headed Vulture","CR","Decreasing","Terrestrial","Birds","5.1.3 2.1",-4,"Declined","Hunting",93,7.94871794871795,"Y"
"491","Buteo ventralis","Rufous-tailed Hawk","VU","Stable","Terrestrial","Birds","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"492","Clanga clanga","Greater Spotted Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"493","Aquila rapax","Tawny Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"494","Aquila adalberti","Spanish Imperial Eagle","VU","Increasing","Freshwater,Terrestrial","Birds","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"495","Aquila chrysaetos","Golden Eagle","LC","Stable","Terrestrial","Birds","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"496","Phalcoboenus australis","Striated Caracara","NT","Stable","Marine,Terrestrial","Birds","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"497","Gymnogyps californianus","California Condor","CR","Increasing","Terrestrial","Birds","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"498","Vultur gryphus","Andean Condor","NT","Decreasing","Terrestrial","Birds","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"499","Gyps tenuirostris","Slender-billed Vulture","CR","Decreasing","Terrestrial","Birds","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"500","Circaetus gallicus","Short-toed Snake-eagle","LC","Stable","Terrestrial","Birds","5.1.3 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"501","Canis simensis","Ethiopian Wolf","EN","Decreasing","Terrestrial","LandMam","2.1.2 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"502","Crocodylus mindorensis","Philippine Crocodile","CR","Decreasing","Freshwater,Terrestrial","ReptAmph","2.1.2 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"503","Gavialis gangeticus","Gharial","CR","Increasing","Freshwater,Terrestrial","ReptAmph","2.1.2 1.2",-1,"Declined","Agriculture",108,9.23076923076923,"Y"
"504","Panthera leo","Lion","VU","Decreasing","Terrestrial","LandMam","2.1.2 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"505","Sousa teuszii","Atlantic Humpbacked Dolphin","CR","Decreasing","Marine,Freshwater","MarineMam","2.1.2 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"506","Bubo shelleyi","Shelley's Eagle-owl","VU","Decreasing","Terrestrial","Birds","2.1.2 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"507","Gypaetus barbatus","Bearded Vulture","NT","Decreasing","Terrestrial","Birds","2.1.2 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"508","Necrosyrtes monachus","Hooded Vulture","CR","Decreasing","Freshwater,Terrestrial","Birds","2.1.2 1.1",-1,"Declined","Agriculture",108,9.23076923076923,"Y"
"509","Gyps africanus","White-backed Vulture","CR","Decreasing","Freshwater,Terrestrial","Birds","2.1.2 1.1",-3,"Declined","Agriculture",108,9.23076923076923,"Y"
"510","Gyps bengalensis","White-rumped Vulture","CR","Decreasing","Terrestrial","Birds","2.1.2 2.3.8",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"511","Gyps rueppelli","R<9f>ppell's Vulture","CR","Decreasing","Terrestrial","Birds","2.1.2 1.1",-3,"Declined","Agriculture",108,9.23076923076923,"Y"
"512","Torgos tracheliotos","Lappet-faced Vulture","EN","Decreasing","Terrestrial","Birds","2.1.2 1.1",-1,"Declined","Agriculture",108,9.23076923076923,"Y"
"513","Circaetus fasciolatus","Southern Banded Snake-eagle","NT","Decreasing","Terrestrial","Birds","2.1.2 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"514","Accipiter henstii","Henst's Goshawk","NT","Decreasing","Terrestrial","Birds","2.1.2 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"515","Clanga hastata","Indian Spotted Eagle","VU","Decreasing","Terrestrial","Birds","2.1.2 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"516","Nisaetus floris","Flores Hawk-eagle","CR","Decreasing","Terrestrial","Birds","2.1.2 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"517","Circaetus beaudouini","Beaudouin's Snake-eagle","VU","Decreasing","Terrestrial","Birds","2.1.2 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"518","Acinonyx jubatus","Cheetah","VU","Decreasing","Terrestrial","LandMam","2.3.2 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"519","Aonyx capensis","African Clawless Otter","NT","Decreasing","Marine,Freshwater,Terrestrial","LandMam","2.3.2 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"520","Canis lupus","Gray Wolf","LC","Stable","Terrestrial","LandMam","2.3.2 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"521","Canis simensis","Ethiopian Wolf","EN","Decreasing","Terrestrial","LandMam","2.3.2 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"522","Caracal caracal","Caracal","LC","U","Terrestrial","LandMam","2.3.2 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"523","Crocodylus intermedius","Orinoco Crocodile","CR","Decreasing","Freshwater,Terrestrial","ReptAmph","2.3.2 1.2",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"524","Delphinapterus leucas","Beluga","LC","U","Marine","MarineMam","1.2 1.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"525","Huso dauricus","Kaluga","CR","Decreasing","Marine,Freshwater","Bony","1.2 1.1",-1,"Declined","Development",68,5.81196581196581,"Y"
"526","Lycaon pictus","African Wild Dog","EN","Decreasing",NA,"LandMam","2.3.2 1.2",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"527","Lynx lynx","Eurasian Lynx","LC","Stable","Terrestrial","LandMam","2.3.2 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"528","Lynx pardinus","Iberian lynx","EN","Increasing","Terrestrial","LandMam","5.1.2 2.1",1,"Improved","Hunting",93,7.94871794871795,"Y"
"529","Lynx rufus","Bobcat","LC","Stable","Terrestrial","LandMam","1.2 1.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"530","Monodon monoceros","Narwhal","LC","U","Marine","MarineMam","1.2 1.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"531","Neofelis nebulosa","Clouded Leopard","VU","Decreasing","Terrestrial","LandMam","2.3.2 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"532","Neophoca cinerea","Australian Sea Lion","EN","Decreasing","Marine,Terrestrial","MarineMam","1.2 1.1",-3,"Declined","Development",68,5.81196581196581,"Y"
"533","Panthera leo","Lion","VU","Decreasing","Terrestrial","LandMam","2.3.2 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"534","Panthera onca","Jaguar","NT","Decreasing","Terrestrial","LandMam","2.3.2 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"535","Panthera pardus","Leopard","VU","Decreasing","Terrestrial","LandMam","2.3.2 1.1",-1,"Declined","Livestock",48,4.1025641025641,"Y"
"536","Panthera tigris","Tiger","EN","Decreasing","Terrestrial","LandMam","2.3.2 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"537","Pardofelis marmorata","Marbled Cat","NT","Decreasing","Terrestrial","LandMam","2.3.2 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"538","Phoca vitulina","Harbor Seal","LC","U","Marine,Freshwater,Terrestrial","MarineMam","1.2 1.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"539","Phoca largha","Spotted Seal","LC","U","Marine,Terrestrial","MarineMam","1.2 1.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"540","Phocoena phocoena","Harbour Porpoise","LC","U","Marine","MarineMam","1.2 1.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"541","Pteronura brasiliensis","Giant Otter","EN","Decreasing","Freshwater,Terrestrial","LandMam","2.3.2 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"542","Panthera uncia","Snow Leopard","VU","Decreasing","Terrestrial","LandMam","2.3.2 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"543","Haliaeetus pelagicus","Steller's Sea-eagle","VU","Decreasing","Marine,Freshwater,Terrestrial","Birds","1.2 1.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"544","Haliaeetus pelagicus","Steller's Sea-eagle","VU","Decreasing","Marine,Freshwater,Terrestrial","Birds","5.1.2 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"Y"
"545","Gypaetus barbatus","Bearded Vulture","NT","Decreasing","Terrestrial","Birds","2.3.2 1.3",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"546","Neophron percnopterus","Egyptian Vulture","EN","Decreasing","Freshwater,Terrestrial","Birds","2.3.2 2.1",-3,"Declined","Livestock",48,4.1025641025641,"Y"
"547","Gyps africanus","White-backed Vulture","CR","Decreasing","Freshwater,Terrestrial","Birds","2.3.2 1.1",-3,"Declined","Livestock",48,4.1025641025641,"Y"
"548","Gyps rueppelli","R<9f>ppell's Vulture","CR","Decreasing","Terrestrial","Birds","2.3.2 1.1",-3,"Declined","Livestock",48,4.1025641025641,"Y"
"549","Gyps himalayensis","Himalayan Griffon","NT","Stable","Terrestrial","Birds","2.3.2 1.2",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"550","Gyps coprotheres","Cape Vulture","EN","Decreasing","Terrestrial","Birds","2.3.2 2.1",-1,"Declined","Livestock",48,4.1025641025641,"Y"
"551","Torgos tracheliotos","Lappet-faced Vulture","EN","Decreasing","Terrestrial","Birds","2.3.2 1.2",-1,"Declined","Livestock",48,4.1025641025641,"Y"
"552","Trigonoceps occipitalis","White-headed Vulture","CR","Decreasing","Terrestrial","Birds","2.3.2 2.1",-2,"Declined","Livestock",48,4.1025641025641,"Y"
"553","Circaetus cinereus","Brown Snake-eagle","LC","Decreasing","Terrestrial","Birds","2.3.2 1.2",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"554","Circaetus cinereus","Brown Snake-eagle","LC","Decreasing","Terrestrial","Birds","5.1.2 1.2",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"555","Terathopius ecaudatus","Bateleur","NT","Decreasing","Terrestrial","Birds","5.1.2 2.1",0,"Unchanged","Hunting",93,7.94871794871795,"N"
"556","Buteo hemilasius","Upland Buzzard","LC","Stable","Terrestrial","Birds","2.3.2 1.2",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"557","Aquila rapax","Tawny Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","2.3.2 1.2",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"558","Buteo socotraensis","Socotra Buzzard","VU","Stable","Terrestrial","Birds","2.3.2 1.2",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"559","Circaetus beaudouini","Beaudouin's Snake-eagle","VU","Decreasing","Terrestrial","Birds","2.3.2 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"560","Circaetus gallicus","Short-toed Snake-eagle","LC","Stable","Terrestrial","Birds","2.3.2 1.2",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"561","Buteo rufinus","Long-legged Buzzard","LC","Stable","Terrestrial","Birds","2.3.2 1.2",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"562","Lynx rufus","Bobcat","LC","Stable","Terrestrial","LandMam","2.3.3 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"563","Puma concolor","Puma","LC","Decreasing","Terrestrial","LandMam","2.3.3 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"564","Milvus milvus","Red Kite","NT","Decreasing","Terrestrial","Birds","2.3.3 1.2",-1,"Declined","Livestock",48,4.1025641025641,"N"
"565","Gyps fulvus","Griffon Vulture","LC","Increasing","Terrestrial","Birds","2.3.3 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"566","Aegypius monachus","Cinereous Vulture","NT","Decreasing","Terrestrial","Birds","2.3.3 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"567","Buteogallus solitarius","Black Solitary Eagle","NT","Decreasing","Terrestrial","Birds","2.3.3 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"568","Buteogallus coronatus","Crowned Solitary Eagle","EN","Decreasing","Terrestrial","Birds","2.3.3 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"569","Buteo ventralis","Rufous-tailed Hawk","VU","Stable","Terrestrial","Birds","2.3.3 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"570","Buteo regalis","Ferruginous Hawk","LC","Increasing","Terrestrial","Birds","2.3.3 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"571","Spizaetus ornatus","Ornate Hawk-eagle","NT","Decreasing","Terrestrial","Birds","2.3.3 1.1",-1,"Declined","Livestock",48,4.1025641025641,"N"
"572","Arctocephalus australis","South American Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"573","Arctocephalus townsendi","Guadalupe Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","8.2 2.1",1,"Improved","Disease",74,6.32478632478632,"N"
"574","Canis rufus","Red Wolf","CR","Decreasing","Terrestrial","LandMam","8.2 2.3.1",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"575","Crocodylus rhombifer","Cuban Crocodile","CR","U","Freshwater,Terrestrial","ReptAmph","8.2 2.3.1",-1,"Declined","Disease",74,6.32478632478632,"Y"
"576","Cystophora cristata","Hooded Seal","VU","U","Marine,Terrestrial","MarineMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"577","Delphinapterus leucas","Beluga","LC","U","Marine","MarineMam","8.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"N"
"578","Delphinus delphis","Short-beaked Common Dolphin","LC","U","Marine","MarineMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"579","Eubalaena australis","Southern Right Whale","LC","U","Marine","MarineMam","8.2 2.2",1,"Improved","Disease",74,6.32478632478632,"N"
"580","Eumetopias jubatus","Steller Sea Lion","NT","Increasing","Marine,Terrestrial","MarineMam","8.2 2.1",2,"Improved","Disease",74,6.32478632478632,"N"
"581","Feresa attenuata","Pygmy killer whale","LC","U","Marine","MarineMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"582","Huso dauricus","Kaluga","CR","Decreasing","Marine,Freshwater","Bony","8.2 2.3.2",-1,"Declined","Disease",74,6.32478632478632,"Y"
